STATE,CY_Qtr,facility_count,avg_days_reported,total_resident_days,avg_daily_census,MDScensus,Total_Nurse_Hours,Total_RN_Hours,Total_Nurse_Care_Hours,Total_RN_Care_Hours,Total_Nurse_Assistant_Hours,Total_Contract_Hours,Total_Nurse_HPRD,RN_HPRD,Nurse_Care_HPRD,RN_Care_HPRD,Nurse_Assistant_HPRD,Contract_Percentage,Direct_Care_Percentage,Total_RN_Percentage,Nurse_Aide_Percentage
DE,2021Q4,44,92.0,317203.0,78.36042490118575,3447.858695652174,1258923.3599999996,301223.47,1141970.84,193910.51,664897.24,82240.03,3.968825515521605,0.949623647947844,3.60012622831436,0.6113136067439462,2.096125320378433,6.532568432124417,90.71011598354964,23.92706971455356,52.81475116960259
DE,2022Q1,44,90.0,311971.0,78.78055555555552,3466.3444444444444,1260367.6700000002,293027.37000000005,1139474.2,184509.37999999995,677319.79,121636.33,4.0400154822082825,0.939277593109616,3.652500392664703,0.59143119071965,2.1710985636485445,9.650860847612822,90.40807909647506,23.24935627712507,53.73985751316518
DE,2022Q2,43,91.0,320838.0,81.9928443649374,3525.692307692308,1272850.4999999998,287382.07000000007,1160577.4499999995,185722.74,691241.4400000001,136434.11,3.967268528042189,0.8957232933754732,3.6173316440072543,0.5788676528341407,2.154487436026905,10.718785120483512,91.17940009451226,22.577833767594868,54.30656938894239
DE,2022Q3,43,92.0,330473.0,83.53715874620828,3592.0978260869565,1314327.8,289203.48,1200910.6,186987.68,716480.5999999999,181453.51,3.977110989400042,0.8751198433760095,3.633914419634887,0.5658183270645408,2.16804580101854,13.805803240257111,91.37070675975964,22.003908005293656,54.51308265715751
DE,2022Q4,42,92.0,330419.0,85.51216356107662,3591.510869565217,1304067.62,285895.72,1198320.4800000002,190378.45,711361.9800000001,178484.59999999998,3.9467089362294536,0.8652520587496481,3.626669410657378,0.5761728290443346,2.1529088218292536,13.686759586899337,91.89097724855712,21.923381549800308,54.54947037178948
DE,2023Q1,42,90.0,329032.0,87.04550264550265,3655.911111111111,1308995.9300000002,291704.08,1201893.2700000005,195045.09999999992,710258.4900000001,221897.5,3.978324083979674,0.8865523110214203,3.65281574436529,0.5927845923800722,2.158630437161128,16.951733379339075,91.81795316964812,22.28456737829581,54.25979361142858
DE,2023Q2,43,91.0,335749.0,85.80347559417328,3689.5494505494503,1339948.82,289817.52,1238111.2699999998,198600.54000000004,736950.5599999998,203374.44000000003,3.990924232090044,0.8631969715471973,3.6876097024860823,0.5915149114368174,2.194944914206743,15.177776715382311,92.39989255709034,21.6289992329707,54.9984110587149
DE,2023Q3,43,92.0,343485.0,86.82633973710819,3733.532608695652,1352293.66,283767.91000000003,1260617.85,202622.94000000003,752597.7100000001,205344.52,3.936980246590099,0.8261435288294977,3.670081226254422,0.5899033145552208,2.191064267726393,15.18490591755048,93.22071731076518,20.984192886033348,55.6534229406947
DE,2023Q4,43,92.0,348605.0,88.1205763397371,3789.184782608696,1410603.0999999996,293073.64,1304929.3999999997,200163.68999999997,786174.5100000001,197764.26,4.046422455214353,0.8407040633381622,3.7432893963081417,0.574184793677658,2.255201474448158,14.019837330571589,92.5086156410687,20.77647780584064,55.7332186495266
DE,2024Q1,43,91.0,346940.0,88.66342959366217,3812.5274725274726,1403811.7199999995,292676.2700000001,1292112.2799999996,194115.51,778790.83,182946.4,4.046266559059202,0.8435933302588347,3.724310485962989,0.559507436444342,2.244742116792529,13.032118010811317,92.04313239385122,20.848684038625933,55.47687192695615
DE,2024Q2,43,91.0,344876.0,88.13595706618963,3789.846153846154,1426998.16,293483.3599999999,1304086.31,184994.81,792399.5199999999,185658.59000000003,4.137713728992449,0.8509822660898407,3.7813194017559937,0.536409637086953,2.2976360199028054,13.010429529916143,91.3866847592852,20.56648482293768,55.52911995345529
DE,2024Q3,43,92.0,349439.0,88.3313953488372,3798.25,1443412.2400000005,292168.98999999993,1318970.3299999998,184720.9700000001,805212.1,140012.33,4.130655822618541,0.836108705668228,3.774536700253835,0.5286215047547642,2.3042994628533164,9.700093024013704,91.37862998861638,20.24154859598529,55.785317436410246
DE,2024Q4,43,92.0,351166.0,88.76794742163801,3817.021739130435,1447939.27,289704.1,1322694.71,181764.18,815592.5900000003,99025.46,4.123233086346628,0.8249776458996599,3.766579651788613,0.5176018748967723,2.3225272093539817,6.8390616962823305,91.35015103223218,20.00802837538897,56.32781753339698
DE,2025Q1,43,90.0,345961.0,89.39560723514211,3844.011111111111,1428999.4399999997,289022.8900000001,1304442.87,181338.55,802722.18,94304.78,4.130521764013862,0.8354204375637718,3.770491095817158,0.5241589369900074,2.3202678336575517,6.599357379734174,91.28365158771511,20.225542565643003,56.17372250334823
DE,2025Q2,43,91.0,345266.0,88.235624840276,3794.131868131868,1440395.5699999998,290283.54,1310701.76,177178.19,812202.41,90768.01,4.171843071718617,0.8407533322134237,3.796208604380391,0.5131643138913186,2.3523961525316714,6.301602968690053,90.99595883927914,20.15304309773738,56.38745542656731
DE,2025Q3,43,92.0,353294.0,89.30586450960566,3840.152173913044,1464387.4699999995,294756.65,1334249.88,181820.87000000005,819083.68,91613.12,4.144954259059027,0.8343098099599766,3.776599319546893,0.51464465855633,2.3184194466931225,6.256071011041908,91.11317239009156,20.12832368744592,55.9335351319279
DE,2025Q4,43,92.0,356676.0,90.1607684529828,3876.913043478261,1474256.0099999995,282578.30999999994,1345841.9999999995,174556.55,828387.35,82712.84999999999,4.133319903778218,0.7922549036099988,3.773290044746491,0.48939808117170763,2.322520578900739,5.610480773960013,91.28957188378698,19.16751962232123,56.19019657243929
FL,2017Q1,630,90.0,6217121.0,109.64940035273357,69079.12222222223,25954061.599999983,3691524.27,24383411.370000005,2487784.07,16434668.489999993,222313.75,4.174610981513788,0.5937674801568121,3.921977933194481,0.4001504989206418,2.643453214116308,0.8565663186990361,93.94834514070824,14.223300872492352,63.32214488540785
FL,2017Q2,649,91.0,6375538.0,107.95201408760732,70060.85714285714,27054702.86999998,3879399.120000004,25375877.409999985,2590176.71,17103520.279999994,280829.38,4.2435168404611465,0.6084818441988745,3.980193892656586,0.4062679431916177,2.68267874491533,1.038005781654331,93.79470006354576,14.339093423575298,63.21828911662339
FL,2017Q3,661,92.0,6555987.0,107.80745576530953,71260.72826086957,27975467.43999999,4057591.28,26257558.79000002,2741665.659999997,17719796.450000007,294475.15,4.267163348554534,0.6189138691092585,4.005126732252523,0.4181926626761152,2.702841913810996,1.0526192301578934,93.85923165114424,14.504105386987598,63.340483900775936
FL,2017Q4,652,92.0,6509233.0,108.51615430781538,70752.53260869565,27467373.02000005,4021638.2600000007,25820883.56000003,2750188.290000001,17395105.04000001,333123.68,4.219755694718572,0.6178359662344244,3.966808925106849,0.4225057376191636,2.6723740016680937,1.2127977428254235,94.0056536939257,14.641510336906595,63.33006446351445
FL,2018Q1,676,90.0,6534208.0,107.39986850756075,72602.3111111111,27643217.119999997,4176458.849999999,25894546.050000016,2830082.61,17412578.95,527278.2900000003,4.230538287119111,0.6391683353208222,3.9629203799450554,0.4331179249267853,2.664833894176616,1.90744184264469,93.67414052275844,15.108439918081432,62.99042139130008
FL,2018Q2,675,91.0,6565215.0,106.88180708180708,72145.21978021978,27810421.75000002,4244262.400000001,26063465.9,2899823.8500000024,17525006.59,556588.36,4.236026047890285,0.6464772897764964,3.9699333380551898,0.441695184392286,2.669372836990106,2.001366124553648,93.71834103882291,15.26140969077536,63.015968429173455
FL,2018Q3,679,92.0,6654774.0,106.53092783505146,72334.5,28296448.159999996,4366383.710000002,26464304.39,2987907.310000001,17887032.340000007,556802.5800000001,4.252052460384078,0.6561280232807307,3.9767397645660094,0.4489870444886635,2.687849706090696,1.967747248176183,93.52518111234215,15.430854379004163,63.21299492734643
FL,2018Q4,686,92.0,6716395.0,106.42025288376226,73004.29347826086,28477662.44000001,4558055.33,26603891.64000003,3146068.789999999,17958734.479999997,425042.66,4.24002198203054,0.678646108515059,3.961037377938616,0.4684162843311031,2.673865143428878,1.492547574420929,93.42020854433592,16.005721465388643,63.062530212363846
FL,2019Q1,683,90.0,6669198.0,108.49516837481688,74102.2,28276494.64,4627329.120000001,26397054.610000025,3200181.539999999,17796629.319999993,465108.06,4.239864319517879,0.6938359185017451,3.958055317895799,0.4798450338406506,2.6684811756975866,1.64485756074608,93.35334858889718,16.364578350012913,62.93789080498273
FL,2019Q2,676,91.0,6588901.0,107.1087359386177,72405.5054945055,28008849.71000001,4635633.370000001,26167293.209999982,3223612.520000003,17606226.890000023,556601.1500000001,4.250913727494162,0.7035518320885381,3.971420000088024,0.4892488929489156,2.6721037226086755,1.987233162957337,93.42509057291797,16.550602463138425,62.85951430455948
FL,2019Q3,680,92.0,6670111.0,106.61942135549864,72501.20652173914,28426179.379999988,4772883.009999996,26572626.53,3337124.5700000008,17929753.569999997,547217.1799999997,4.261725086733937,0.715562756002111,3.983835730769698,0.5003102002350487,2.6880742419429,1.9250465308222504,93.47941619159658,16.7904485024044,63.07479218475264
FL,2019Q4,685,92.0,6686310.0,106.0982227864168,72677.28260869565,28247707.99999996,4781000.990000002,26419282.65,3353274.33,17866347.399999995,646198.3400000001,4.224708097590444,0.7150432734946484,3.9512500392593215,0.5015134401486021,2.672078829728205,2.28761335255944,93.52717271787162,16.925270503362643,63.24883916245531
FL,2020Q1,541,91.0,5255394.0,106.74969023582696,57751.58241758242,21994666.31,3789863.259999999,20561911.249999985,2669684.1999999983,13898627.240000002,603515.5399999997,4.185160296259425,0.7211377986122447,3.912534673898852,0.507989353414796,2.6446403904255327,2.7439176911977423,93.48589771808174,17.23082863174385,63.19089839376609
FL,2020Q2,681,91.0,6003005.0,96.86797050233172,65967.08791208791,25951170.24999999,4623262.919999999,24188204.359999985,3238651.730000002,16205117.809999991,666320.7600000001,4.323029924179639,0.7701580991520078,4.029349360861766,0.5395050862026605,2.6995009682650597,2.567594268701622,93.20660350567428,17.815238678880004,62.44465145073755
FL,2020Q3,691,92.0,5795243.0,91.16030642421198,62991.77173913043,25218091.069999997,4649742.180000002,23477869.86,3296911.039999997,15526972.260000013,748849.3400000002,4.351515729366309,0.8023377414890112,4.051231304709742,0.568899533634741,2.679261639244465,2.969492567543497,93.09931427731976,18.43812113729512,61.57076765604692
FL,2020Q4,685,92.0,5778815.0,91.698111710568,62813.20652173913,24992935.759999994,4546662.099999995,23280586.399999995,3210606.02,15484097.149999984,857391.6399999997,4.324924012968055,0.7867810442106201,4.028609048740961,0.5555820734873844,2.6794588769496834,3.430535925164159,93.14866658145644,18.191788846497623,61.95389488729671
FL,2021Q1,696,90.0,5749832.0,91.79169859514695,63887.02222222222,24423291.01,4372913.47,22764241.790000003,3063542.4700000016,15186514.380000006,1066042.0099999998,4.247652976643492,0.7605289111055766,3.959114247164091,0.5328055619712022,2.641210104921328,4.364858157582096,93.20710210871783,17.904685606086137,62.18045870141727
FL,2021Q2,688,91.0,5820232.0,92.96307181190892,63958.593406593405,24076632.60999999,4183160.300000003,22461186.11999998,2913306.8600000017,15120361.379999992,1549335.42,4.136713555404662,0.7187274149896435,3.859156494105386,0.5005482358778828,2.597896678345467,6.435017076916724,93.29039689159418,17.374357817224695,62.80098062268019
FL,2021Q3,693,92.0,6050799.0,94.90556182947486,65769.55434782608,24905487.680000026,4202017.0600000005,23306566.43,2935973.54,15704554.749999994,2351530.9599999995,4.116065941043492,0.6944565601997357,3.851816335330259,0.4852208014181268,2.595451402368513,9.441818567111865,93.58004440409326,16.871852155596887,63.05660403755636
FL,2021Q4,696,91.36637931034484,6089155.0,95.73133239718167,66645.46681134123,24643781.379999988,3963652.420000001,23085544.27999999,2748796.51,15686349.21000001,2411826.6400000034,4.047159479435158,0.6509363647336948,3.791255811356418,0.4514249530517781,2.5761126478140253,9.786755542139955,93.67695616199305,16.08378340515859,63.652363117985175
FL,2022Q1,684,90.0,5961904.0,96.84704353476278,66243.37777777777,24131096.42000001,3848154.929999995,22582675.430000007,2650025.2700000005,15323606.91,2699469.7499999995,4.047548638824109,0.6454573790520604,3.7878294299941775,0.4444931132738803,2.5702538836586437,11.18668502672204,93.58329616255374,15.946871468345796,63.50149468260255
FL,2022Q2,666,91.0,5973298.0,98.5595155595155,65640.63736263737,23345698.38999997,3883354.47,21774924.98000002,2681213.959999998,14484221.850000007,2390353.210000001,3.908343161516465,0.6501189912172471,3.64537730747738,0.448866599322518,2.424828269073468,10.23894496565542,93.27167950275246,16.634132785950055,62.0423583310074
FL,2022Q3,687,92.0,6325270.0,100.0770520853111,68752.93478260869,24214994.360000007,4054475.229999999,22568405.81999998,2805612.29,14892809.429999989,2042869.65,3.828294185070362,0.6409963890869479,3.567975093553316,0.4435561312007234,2.354493868245939,8.436382927160837,93.2001283356895,16.743655479422536,61.50242782877107
FL,2022Q4,682,92.0,6409678.0,102.15603085553998,69670.41304347826,24178760.49999998,4047890.0400000014,22613021.399999995,2847060.069999999,14899115.739999987,1744132.0700000003,3.7722270135878873,0.6315278302591804,3.527949672354835,0.4441814503006233,2.3244717971792013,7.213488342382158,93.52432023965832,16.741511790896002,61.62067629562731
FL,2023Q1,688,90.0,6461094.0,104.34583333333327,71789.93333333333,24440774.390000004,4139929.580000001,22730861.41,2857523.9500000025,14986697.589999996,1586913.2500000002,3.782760998369626,0.6407474616527791,3.518113404633952,0.4422662710061179,2.319529415606706,6.492892674666189,93.00385105350992,16.938618694888252,61.31842367536372
FL,2023Q2,687,91.0,6461241.0,103.35174432554346,71002.64835164836,24426996.290000003,4160505.520000001,22771336.18999999,2937469.97,14960992.959999995,1406405.4599999995,3.7805425134273754,0.6439174022451725,3.524297606295755,0.4546293769261973,2.3154983632401263,5.757586578812221,93.22200699445878,17.03240738487049,61.24778004786766
FL,2023Q3,689,92.0,6610204.0,104.2816305925412,71850.04347826086,24805340.6,4273573.900000001,23115584.280000005,3037657.549999999,15179543.560000008,1044169.43,3.752583218309147,0.6465116507750747,3.496954750564431,0.4595406662184705,2.2963804989982166,4.209454112474473,93.18793340817908,17.22844273301372,61.19465886309986
FL,2023Q4,687,92.0,6624266.0,104.80770204417436,72002.89130434782,24924426.13999999,4331628.569999999,23307946.280000005,3126090.209999996,15266744.379999986,809718.0599999999,3.7625943976283542,0.6539031750838507,3.5185704016112886,0.471914957823251,2.3046695860341337,3.2486928904674888,93.51447511400964,17.379050356743743,61.25213994595902
FL,2024Q1,695,91.0,6716302.0,106.19498774606689,73805.51648351649,25248761.78999998,4517992.149999997,23591504.21,3276287.870000001,15398883.419999996,742218.49,3.759324966328194,0.6726904403643548,3.5125734682567877,0.4878112791830982,2.2927622105140597,2.93962332162349,93.43628177181996,17.893915700014215,60.98866767438423
FL,2024Q2,691,91.0,6672429.0,106.11200521620204,73323.3956043956,25386504.570000004,4611101.02,23636449.34000001,3316383.969999999,15447877.360000003,696950.1400000001,3.804687104201484,0.6910678285224165,3.5424055227863813,0.4970279893573988,2.315180477754054,2.745356841381019,93.106356075235,18.163591633048515,60.8507457866225
FL,2024Q3,690,92.0,6784088.0,106.86969124133596,73740.08695652174,25663506.16999999,4660584.91,23915057.94000001,3379833.499999998,15664344.58999999,514224.8999999998,3.7828970039893335,0.6869876850064445,3.525169181178076,0.4982001265313772,2.308983107235636,2.0037203669431425,93.18702511489302,18.160359224212744,61.0374299062504
FL,2024Q4,688,92.0,6791683.0,107.3003507330637,73822.64130434782,25703502.10000002,4715082.130000005,24019750.65000001,3471608.800000001,15725922.380000005,461706.4799999998,3.784555624872365,0.6942435520032376,3.536641897155684,0.5111558946434929,2.315467665378376,1.7962784923382071,93.44933058752326,18.344123348078707,61.18202227392194
FL,2025Q1,686,90.0,6719133.0,108.82949465500477,74657.03333333334,25440295.49999997,4778370.770000001,23675114.099999968,3476045.7600000026,15480232.65,488423.8499999999,3.786246752371172,0.7111588310575191,3.5235370545574805,0.5173354597981619,2.30390329377317,1.9198827702296168,93.06147446282608,18.782685798598557,60.84926430984269
FL,2025Q2,687,91.0,6746886.0,107.92082153654206,74141.6043956044,25736049.06000001,4843231.819999999,23913348.009999976,3502801.37,15647657.190000003,392723.95,3.8145077684727458,0.7178469919307958,3.5443533520501127,0.5191730481291665,2.3192413789116944,1.5259682987253358,92.9177122496516,18.818863022481345,60.8005415031642
FL,2025Q3,686,92.0,6782074.0,107.4609266066674,73718.19565217392,25752394.21,4786878.419999996,24031891.500000004,3524581.559999998,15690861.289999986,308665.11,3.797126691628549,0.7058133573889044,3.5434428317945224,0.5196908143438126,2.31357860294653,1.1985880127609307,93.31905726523904,18.588090804159823,60.929718464417626
FL,2025Q4,689,92.0,6827113.0,107.70355587808416,74207.75,25844696.809999973,4759461.339999994,24113071.89999995,3499115.190000002,15758914.560000002,280572.23,3.7855967537083353,0.6971411400397202,3.5319573441951158,0.512532191864995,2.3082838324193555,1.0856085179201616,93.2998830563568,18.415620717045663,60.97542825072909
GA,2017Q1,331,90.0,2781064.0,93.35562269217856,30900.71111111111,9744379.500000002,1032328.7600000008,9081339.480000004,609562.0599999997,5723550.02,165746.80999999997,3.5038314472446523,0.3711992100864995,3.265419091398114,0.2191830392971897,2.0580432597020417,1.7009478130444318,93.19566710225114,10.59409436999042,58.73693671310727
GA,2017Q2,331,91.0,2785925.0,92.49111915275054,30614.56043956044,9824840.590000007,1037524.1899999998,9149720.85,606140.3800000002,5804281.81,186933.23000000004,3.5265990972477748,0.3724164110663424,3.2842667516175066,0.2175723969597172,2.0834307492125594,1.9026591656893224,93.12844077401968,10.560213985110565,59.07761817436262
GA,2017Q3,342,92.0,2914018.0,92.61435291126364,31674.10869565217,10134434.209999995,1083024.1900000002,9432789.33,635101.5900000002,5996744.7200000025,173691.32,3.4778214170262496,0.3716600892650629,3.237038800034866,0.2179470373896112,2.0578955655044004,1.7138728852629264,93.07662504427076,10.686577736439816,59.17197344951736
GA,2017Q4,345,92.0,2972174.0,93.64127284183988,32306.239130434784,10357958.669999996,1079165.3699999996,9643434.080000002,626431.9900000001,6130557.33,183314.9,3.484977215331268,0.363089566761569,3.2445725182980545,0.2107655843836868,2.06265088450407,1.7697975618587798,93.1016852570624,10.418707048190994,59.186925969844616
GA,2018Q1,346,90.0,2881930.0,92.54752729608224,32021.444444444445,10068576.98,1080351.7100000004,9336897.569999997,612485.9900000001,5879958.090000003,217781.63,3.4936924144583665,0.3748709059553842,3.239807202118023,0.2125263243729029,2.0402848403673937,2.162983214337008,92.73304051353637,10.72993444998223,58.39909752569625
GA,2018Q2,344,91.0,2897657.0,92.5650715563506,31842.384615384617,10171763.8,1082455.1199999987,9452233.759999998,624859.3400000002,5962003.290000003,261972.94,3.5103408719527533,0.3735621987005358,3.262026444123648,0.2156429625728649,2.0575255421880514,2.575491774592721,92.92620184515096,10.641764213990092,58.61326911661086
GA,2018Q3,348,92.0,2972925.0,92.85747751124444,32314.402173913044,10496100.200000009,1116412.65,9763985.439999996,649478.5500000003,6169553.020000004,283259.55,3.530563401363979,0.3755266782713993,3.284302644701765,0.2184644920406671,2.0752467754820603,2.698712327460439,93.02488785310938,10.636451908109636,58.77947906785418
GA,2018Q4,347,92.0,2964832.0,92.8715699786994,32226.434782608696,10313421.830000002,1099059.020000001,9580749.930000003,636518.9399999998,6051844.139999996,300581.75999999995,3.4785855758437583,0.3706985825841062,3.231464693446376,0.2146897159771615,2.0412098021068297,2.914471694793462,92.89593781698352,10.656589424113577,58.67930391828059
GA,2019Q1,352,90.0,2922847.0,92.26158459595965,32476.077777777777,10173745.72,1098933.3000000005,9443834.430000003,633213.4299999999,5905461.450000001,285371.39,3.480765746547801,0.3759804396193165,3.2310396096682457,0.2166426877629927,2.020448367636076,2.8049785974009973,92.82554026718886,10.801658801435035,58.04608855508137
GA,2019Q2,351,91.0,2968203.0,92.9276791584484,32617.615384615383,10376923.260000004,1122967.6700000002,9648696.410000002,653588.1700000003,6065028.839999999,356988.7799999999,3.496028829564556,0.3783325028645278,3.250686159268757,0.2201965869585066,2.043333572535301,3.4402179823000814,92.98224693626577,10.821778689726957,58.44727466935124
GA,2019Q3,348,92.0,2988702.0,93.35026236881562,32485.891304347828,10551507.66,1160222.4900000002,9708719.080000011,601399.19,6200199.560000003,399587.21,3.530464951005486,0.3882028017513958,3.248473444324664,0.2012242070303429,2.0745459266263424,3.787015305071579,92.01262409925609,10.995798206149436,58.76126672877764
GA,2019Q4,353,92.0,3027258.0,93.21523586648598,32904.97826086957,10680646.540000005,1170067.6900000004,9844764.129999992,603453.62,6268401.269999999,452531.2200000001,3.528158663714822,0.3865107268690017,3.2520400078222576,0.1993400033958123,2.0706531356098483,4.236927215082242,92.1738594487744,10.955026791851871,58.68934288316966
GA,2020Q1,270,91.0,2252686.0,91.68441188441192,24754.79120879121,7920736.189999999,870849.7500000001,7226414.129999998,413580.34000000014,4624293.300000004,363189.88,3.5161297180343816,0.3865828393304704,3.207910081564851,0.1835943136327034,2.052790890519142,4.585304588966496,91.23412214035623,10.994555671472254,58.38211485743226
GA,2020Q2,349,91.0,2706908.0,85.23278440756955,29746.24175824176,9740662.87,1170412.47,8937384.56,624623.8500000001,5580283.909999998,388318.76,3.598446223514061,0.4323798481514702,3.3016949818760004,0.2307517839542386,2.061497439144588,3.9865742730504734,91.75335066287948,12.015737384821325,57.28854375184836
GA,2020Q3,353,92.0,2611760.0,80.4212341421358,28388.695652173912,9250846.03,1183705.3600000008,8527503.370000003,698841.9200000002,5223854.459999998,369783.0899999999,3.541996979048611,0.4532213373357432,3.2650409570557795,0.2675750911262903,2.0001280592397457,3.9972894241328096,92.18079451701784,12.79564437848503,56.46893746863061
GA,2020Q4,352,92.0,2533186.0,78.22338191699609,27534.630434782608,8946703.750000004,1106641.15,8274415.320000001,663047.0199999998,5044651.630000004,379426.6299999999,3.531798987520065,0.4368574396037243,3.266406541011991,0.2617443093400957,1.9914256710719245,4.240965618203237,92.48562991705182,12.369261137097553,56.38558927359142
GA,2021Q1,351,90.0,2413220.0,76.3918961696739,26813.555555555555,8649493.209999993,1090296.5899999992,7960980.729999999,628648.0399999999,4831528.32,371785.4100000001,3.5842124671600573,0.4518015721732785,3.2989038421693837,0.2605017528447468,2.0021085189083467,4.29834905899649,92.03985177762809,12.605323381715216,55.85909142531142
GA,2021Q2,349,91.0,2454124.0,77.27333984067506,26968.39560439561,8402446.789999995,1070916.3300000003,7721586.790000002,610224.2400000001,4665669.460000001,457881.5299999998,3.4238069429254576,0.4363741726171948,3.146371898893455,0.2486525701227811,1.901154733827631,5.449383274226007,91.89688412177384,12.745291422428648,55.52750974338516
GA,2021Q3,352,92.0,2555836.0,78.92280138339919,27780.82608695652,8640551.279999997,1096610.73,7947276.070000001,624803.2,4827482.780000001,652280.7999999999,3.3807142868321747,0.4290614616900302,3.1094624498598504,0.2444613817161977,1.888807724752293,7.549064624034036,91.97649331004264,12.691444034807006,55.87007846564163
GA,2021Q4,342,91.3859649122807,2473515.0,79.0853638229069,27066.683624496065,8234703.76,997747.4499999998,7586695.160000005,566184.14,4647696.450000002,729091.3099999997,3.329150524658229,0.40337230621201,3.0671716807862515,0.2288986078515796,1.8789845422404967,8.853886323653247,92.13076002627209,12.116373327800195,56.44036003548963
GA,2022Q1,341,90.0,2411327.0,78.57044639947864,26792.522222222226,8039568.930000002,974118.5999999996,7392356.269999999,537155.23,4506996.800000002,834676.7300000003,3.334084895992954,0.4039761508911896,3.0656797149453388,0.2227633290715029,1.869093988496791,10.38210801185332,91.94965966912852,12.11655262218144,56.06017983354738
GA,2022Q2,345,91.0,2512835.0,80.03933747412009,27613.571428571428,8191615.269999998,1013787.9900000002,7547069.579999996,570720.2499999998,4624960.509999998,892960.1399999998,3.259909731438792,0.4034439149406945,3.003408333615218,0.2271220553677419,1.8405348978345168,10.900904285266806,92.13164108963332,12.375922899025513,56.45968905470824
GA,2022Q3,343,92.0,2521659.0,79.91060337178341,27409.33695652174,8341140.170000005,1025356.8699999996,7700781.139999997,589625.4899999999,4754774.100000001,917229.9300000002,3.3077986238424804,0.406619955354788,3.053855077153571,0.2338244346281554,1.885573782973828,10.996457454329049,92.32288371914495,12.292766325733606,57.00388679597022
GA,2022Q4,351,92.0,2654544.0,82.20438498699366,28853.739130434784,8849691.709999993,1070731.9800000002,8214756.45,637584.8000000002,5112197.63,1134678.89,3.33378979967934,0.4033581586894021,3.094601728206426,0.2401861864033898,1.925828929563797,12.82167703896208,92.82534035301448,12.0990879127472,57.766957285340325
GA,2023Q1,353,90.0,2645952.0,83.28460812086871,29399.466666666667,8927170.949999996,1082359.7700000005,8280133.399999996,645739.8800000004,5163947.969999996,1080977.4,3.373897542359044,0.4090625113380743,3.129358884817259,0.2440482215852745,1.9516408347543703,12.108846196117712,92.75204257178471,12.12433116899146,57.8452905060589
GA,2023Q2,353,91.0,2685965.0,83.6150110512717,29516.0989010989,9189173.589999998,1099606.460000001,8543051.29,657267.4800000003,5396384.920000001,1051031.4500000002,3.4211814338608275,0.4093897202681348,3.1806264377979607,0.2447044097745132,2.009104705385216,11.437714607369829,92.9686571521172,11.966325907659789,58.725464995813645
GA,2023Q3,351,92.0,2758646.0,85.42815558032945,29985.28260869565,9406709.86,1153116.8800000006,8763208.47000001,709676.7100000001,5570216.040000001,895514.6300000001,3.409901038407973,0.4180010338405147,3.176633924758744,0.2572554470562733,2.019184788479566,9.5199558966731,93.15912365133804,12.25845058646255,59.21534864901213
GA,2023Q4,348,92.0,2748519.0,85.84829460269863,29875.20652173913,9482098.249999996,1139290.769999999,8851404.32,706984.6500000004,5656857.170000002,710283.0199999998,3.4498936518175776,0.4145107856267318,3.220426826228962,0.2572238540101052,2.0581473768236647,7.490778952854661,93.34858263043208,12.015175755007595,59.658284705075744
GA,2024Q1,351,91.0,2776098.0,86.91330891330887,30506.571428571428,9492554.970000004,1174718.9599999995,8839207.789999995,726288.7400000002,5630466.090000001,631519.8300000002,3.4193875612460376,0.4231547157196898,3.184040257224347,0.2616221545492991,2.0281942820462397,6.652790866061217,93.11726735252178,12.375160994195426,59.31454816742557
GA,2024Q2,352,91.0,2783936.0,86.91108891108887,30592.703296703297,9719042.15999999,1207323.57,9086610.010000004,756807.09,5831466.559999996,653136.4399999998,3.4911155141497474,0.4336750449722982,3.26394357126026,0.2718478765316444,2.0946841306696693,6.720172926999634,93.49285516423784,12.422248510958214,60.00042456858734
GA,2024Q3,351,92.0,2809075.0,86.98981171807264,30533.42391304348,9816057.029999994,1213968.1999999988,9185807.970000004,757337.1400000004,5966310.570000002,555695.49,3.494409024322951,0.432159411906054,3.2700472468695225,0.2696037450050285,2.123941357920313,5.661086608417967,93.57940710741786,12.367167349271194,60.78113189201801
GA,2024Q4,353,92.0,2858398.0,88.01570390442176,31069.543478260868,9955540.63,1247048.4599999986,9323034.79,790141.11,6076933.3,391977.9700000002,3.4829091784978856,0.4362753052583994,3.26162934272974,0.2764279536999396,2.1259927064040767,3.937284619368785,93.6466952071492,12.526175185726691,61.04071617856479
GA,2025Q1,350,90.0,2788972.0,88.53879365079362,30988.577777777777,9687540.66,1231739.07,9057044.189999998,787486.7299999994,5848067.970000003,371574.29999999993,3.4735166434083955,0.4416462660794013,3.24744894893172,0.2823573452870804,2.0968543140626736,3.835589578831248,93.49167665841826,12.714672518339654,60.36689986909437
GA,2025Q2,350,91.0,2820118.0,88.54373626373624,30990.30769230769,9953352.879999995,1266346.1500000004,9311565.719999991,802895.2900000002,6039709.010000004,398250.99000000017,3.529410074330222,0.4490401288173049,3.30183549766357,0.2847027287510665,2.1416511684972064,4.001174225423426,93.5520505729321,12.722809743283216,60.68014550288914
GA,2025Q3,351,92.0,2881029.0,89.21804162021557,31315.53260869565,10120978.739999996,1316286.730000001,9459598.140000002,842865.3699999996,6154952.669999999,329658.08,3.5129735729838183,0.4568807637826626,3.283409552628593,0.2925570586064908,2.136373035467536,3.257175896409403,93.46525057516332,13.005528060223956,60.81380890243823
