CY_Qtr,STATE,Facility_Count,Census,Total_Nurse_HPRD,Nurse_Care_HPRD,Total_RN_HPRD,Direct_Care_RN_HPRD,Contract_Percentage,State_Census
2024Q2,AZ,139,81.89327219543047,3.9860567369587625,3.736003950310271,0.6332615255997867,0.46817738360486083,4.489251760139169,11383.164835164835
2024Q3,AZ,138,82.15044108380592,4.036749579570885,3.786930809927688,0.645167471730097,0.48078944794828676,3.0379586197009365,11336.760869565216
2024Q4,AZ,140,82.5263198757764,4.021087362492109,3.767015586030807,0.6494208228317899,0.4830974025790756,3.2506192113652146,11553.684782608696
2025Q1,AZ,140,85.04785714285714,3.95971709672332,3.698415383308931,0.6591860138502784,0.48901221814421947,3.6000207407316354,11906.699999999999
2025Q2,AZ,138,84.20273928969581,4.055319920788184,3.7771632410267277,0.665902103047234,0.4834823976894662,3.101007500573182,11619.978021978022
2025Q3,AZ,139,85.42203628401626,4.057428094879332,3.7889844897869507,0.654403626220618,0.47843302266525195,2.976617835771945,11873.66304347826
2025Q4,AZ,137,85.094969850841,3.9905744323972043,3.721493794619673,0.6390540932387413,0.46627115894370086,2.4918664696288855,11658.010869565216
2017Q1,CA,1042,89.1136809554276,3.8720851491088815,3.64124067362755,0.5201789524356651,0.37321687560525024,0.8349275044598938,92856.45555555556
2017Q2,CA,1018,88.15287463028132,3.8978699634816523,3.671279830807222,0.5258873057169301,0.37967735105689154,1.2709286623234244,89739.62637362638
2017Q3,CA,1090,87.09913242919824,3.8973629166203447,3.6801185670152656,0.5099404714813469,0.3690745418551524,1.8670473517620707,94938.05434782608
2017Q4,CA,1063,87.81151580841754,3.8958125824224776,3.6795063274261834,0.5129821481284383,0.37388606033223426,2.090239193305604,93343.64130434784
2018Q1,CA,1104,87.61387882447664,3.9761154467127264,3.756801698732326,0.5287219290743643,0.39286520706028444,2.39660457890824,96725.72222222222
2018Q2,CA,1104,86.68679327918458,4.055106166081557,3.8383531999785965,0.5424324524492296,0.4051569417132034,1.0438937527589498,95702.21978021978
2018Q3,CA,1127,86.97604259094942,4.142901405008458,3.9324297495770693,0.537466955066875,0.40525870190631563,1.2074134910492231,98022.0
2018Q4,CA,1138,87.18145869947276,4.111470203943008,3.8960383147723108,0.5398510980493123,0.408596801989581,1.3188836813561124,99212.5
2019Q1,CA,1143,87.7578108292019,4.116700548515083,3.8955086386860986,0.5468737132581406,0.4132078949484727,1.3375875270803301,100307.17777777778
2019Q2,CA,1138,87.46002240290466,4.146692052773572,3.9145699320484235,0.5516539178563759,0.4157854609351581,1.424229796429664,99529.5054945055
