Chain,Chain ID,Number of facilities,Number of states and territories with operations,Number of Special Focus Facilities (SFF),Number of SFF candidates,Number of facilities with an abuse icon,Percentage of facilities with an abuse icon,Percent of facilities classified as for-profit,Percent of facilities classified as non-profit,Percent of facilities classified as government-owned,Average overall 5-star rating,Average health inspection rating,Average staffing rating,Average quality rating,Average total nurse hours per resident day,Average total weekend nurse hours per resident day,Average total Registered Nurse hours per resident day,Average total nursing staff turnover percentage,Average Registered Nurse turnover percentage,Average number of administrators who have left the nursing home,Total number of fines,Average number of fines,Total amount of fines in dollars,Average amount of fines in dollars,Total number of payment denials,Average number of payment denials,Average percentage of short-stay residents who were re-hospitalized after a nursing home admission,Average percentage of short-stay residents who have had an outpatient emergency department visit,Average percentage of short-stay residents who newly received an antipsychotic medication,Average percentage of short-stay residents with pressure ulcers or pressure injuries that are new or worsened,Average percentage of short-stay residents who are at or above an expected ability to care for themselves and move around at discharge,Average percentage of short-stay residents who were assessed and appropriately given the seasonal influenza vaccine,Average percentage of short-stay residents who were assessed and appropriately given the  pneumococcal vaccine,"Average number of hospitalizations per 1,000 long-stay resident days","Average number of outpatient emergency department visits per 1,000 long-stay resident days",Average percentage of long-stay residents who received an antipsychotic medication,Average percentage of long-stay residents experiencing one or more falls with major injury,Average percentage of long-stay residents with pressure ulcers,Average percentage of long-stay residents with a urinary tract infection,Average percentage of long-stay residents who have or had a catheter inserted and left in their bladder,Average percentage of long-stay residents whose ability to move independently worsened,Average percentage of long-stay residents whose need for help with activities of daily living has increased,Average percentage of long-stay residents who were assessed and appropriately given the seasonal influenza vaccine,Average percentage of long-stay residents who were assessed and appropriately given the  pneumococcal vaccine,Average percentage of long-stay residents who were physically restrained,Average percentage of long-stay residents with new or worsened bowel or bladder incontinence,Average percentage of long-stay residents who lose too much weight,Average percentage of long-stay residents who have symptoms of depression,Average percentage of long-stay residents who used antianxiety or hypnotic medication,Average rate of potentially preventable hospital readmissions 30 days after discharge from a SNF
National,,14704,53,88,440,1435,9.8,73.9,19.5,6.5,3,2.8,2.9,3.6,3.9,3.4,0.7,45.8,42.9,0.5,13685,0.9,464000000,31582.5,2479,0.2,23.7,12,1.5,2.4,55.5,79.8,82,1.9,1.8,15.4,3.2,4.6,1.6,0.8,14.2,13.9,95.5,93.5,0.1,19,5.2,12.8,19.5,10.8
COMMUNITY CARE CENTERS,154,8,1,0,0,1,12.5,100,0,0,2.5,3.1,1.6,2,2.9,2.6,0.4,58.3,48.1,1.1,4,0.5,238982,29872.8,3,0.4,25,9.4,3.9,3.6,46.5,70.3,81,2.7,2.8,22.1,6,5.8,3.2,1.8,24.4,19.8,95.7,93.2,0.3,22.7,5.3,4.1,24.9,11.2
CONCORDIA LUTHERAN MINISTRIES,573,9,3,0,0,0,0,0,100,0,3.6,3.3,2.9,4.4,3.8,3.4,0.8,39.6,31,0,6,0.7,56610,6290,0,0,26.9,8.7,1.2,0.9,66.6,83.7,97.5,1.7,1.3,13.9,2.2,3.3,0.7,1.2,23,15.7,96.1,95.7,0,28.4,8.1,13.2,16.8,11.2
HERITAGE HALL,265,16,1,0,0,0,0,100,0,0,3.9,3.7,2.3,3.8,3.3,2.8,0.4,38.6,40.1,0.3,7,0.4,213532,13345.8,0,0,20.1,10.9,1.1,1.5,70.1,75.9,79.8,1.3,1.7,14,4.4,3.7,1.3,0.3,17.1,17.3,97.5,96.7,0,18.7,4.4,6.6,22.4,11
ELMBROOK MANAGEMENT COMPANY,198,11,1,0,0,1,9.1,100,0,0,3.4,3.7,3,2.4,3.6,3.2,0.5,57.3,46.7,0.5,5,0.5,83240,7567.3,0,0,27,14.9,3.4,1.3,47.4,76.7,68.7,2.7,3.5,14.1,5.8,2.5,3,1,14.4,16.4,99.2,96.4,0.1,12,2.5,3.2,29.7,12.3
ROLLINS-NELSON HEALTHCARE MANAGEMENT,456,10,1,0,1,4,40,100,0,0,2.3,2.2,3.1,3.8,4.7,4.3,0.4,33.6,23.1,0.5,19,1.9,493191,49319.1,4,0.4,15.7,5.2,5.9,0,62.2,96.1,86.5,3.9,0.8,44.1,0.8,3.1,1.1,2.5,11.2,17.5,99.8,98.7,0,4.9,1.2,1.5,18.4,10
IMPERIAL HEALTHCARE GROUP,282,13,1,0,0,1,7.7,100,0,0,2.5,2.8,1.5,3.5,3.2,2.9,0.4,55.3,46.7,0.6,11,0.8,289210,22246.9,1,0.1,26.1,10.1,1.1,2.4,62.2,55.4,71.4,2.2,1.4,17.7,3.1,4.7,1.1,0.5,9.1,9.8,89.5,81.5,0,26,6.8,14.9,19.2,10.3
SOVEREIGN HEALTHCARE HOLDINGS,482,43,3,0,0,3,7,100,0,0,3.8,3.3,3.1,4.5,3.6,3.3,0.6,43.9,51.1,0.5,23,0.5,1032915,24021.3,2,0,23.8,9.3,0.9,2,70.2,97,95.7,2.1,1.3,10.8,3.2,3.8,0.5,0.1,6.6,5.7,99.9,99,0,8.3,4.3,12,8.9,11.3
CARDON & ASSOCIATES,105,20,1,0,0,0,0,40,5,55,3.8,3.3,2.6,4.7,3.5,3,0.6,52.9,47,0.3,5,0.3,88381,4419.1,0,0,20.6,10.7,0.9,1.4,64.2,87.1,89.3,1.3,1.4,13.2,4.6,4,1.2,0.1,9.4,10,97.7,96.2,0,22.8,6.6,8.9,24.9,11.9
MADISON CREEK PARTNERS,328,13,2,0,0,2,15.4,100,0,0,3.2,2.9,3.3,4.1,3.5,3.3,0.6,46.8,45.3,0.6,10,0.8,142669,10974.5,2,0.2,23.6,12.1,1.1,0.6,44.1,87.1,77.8,1.6,1.8,24.5,2.4,3.3,0.4,0.2,10.8,9.6,96.8,91.6,0,13.2,4.7,4.2,13.1,10.6
VOLUNTEERS OF AMERICA SENIOR LIVING,554,6,3,1,1,1,16.7,0,100,0,3.2,2.8,4.2,3.4,4.5,4,1.3,48.6,45.9,1,6,1,108537,18089.5,3,0.5,24.5,11.7,1.3,2.2,64,88.1,92.8,1.6,1.7,16,4.9,4.8,2.6,1.8,20.6,21.5,97,98.1,0,22.5,5,2.7,15.3,10.1
KISSITO HEALTHCARE,302,6,1,0,0,0,0,66.7,33.3,0,4.3,4,3.2,3.8,4,3.5,0.9,43.1,28,0.3,3,0.5,31380,5230,0,0,21.6,10.1,1.1,4.8,65.8,91.8,92.1,1.8,2,12.4,5.3,7.6,1.5,0.2,14.8,14,99.4,99.1,0,22.5,5.6,4.4,34.5,10.6
CIENA HEALTHCARE/LAUREL HEALTH CARE,144,82,4,0,2,9,11,100,0,0,2.8,2.5,3.2,4,3.6,3.2,0.6,42.1,41.7,0.3,69,0.8,2859157,34867.8,21,0.3,23.5,11.2,1.1,2.7,53,79.9,82.1,1.9,1.5,12.6,2.8,5.1,1,0.5,11.4,9.6,93.2,94.3,0.1,23.4,6.4,6.3,20.7,10.8
CIRCLE B ENTERPRISES,145,36,2,0,0,4,11.1,100,0,0,2.5,3.1,2,1.9,3.6,3.1,0.4,59.2,48.7,0.7,15,0.4,518766,14410.2,4,0.1,23.8,16.2,2.9,2.9,43.8,54.9,67.1,2.1,2.4,27.4,4.3,6.1,2,1.4,26,25.3,92.3,84.9,0.1,21.4,6.2,18.8,30.1,11.2
THE PAVILION GROUP,514,6,3,0,0,0,0,100,0,0,2.8,2.8,1.8,4,3.4,3.1,0.6,58.5,66.3,1.2,0,0,0,0,0,0,22.6,14.7,1.5,2.9,56.7,61.3,59.5,2.3,2.3,14.3,2.2,3.5,0.1,0,6.3,4.6,91.4,76.9,0.1,16.6,5.8,21.4,24.2,12
ANTHONY & BRYAN ADAMS,36,38,2,0,0,0,0,100,0,0,3.9,3.6,3,4.3,3.8,3.2,0.4,53.3,50.9,0.3,12,0.3,200231,5269.2,1,0,25,13.1,0.5,3,68,77.4,83.8,1.9,1.6,4.6,3.9,3.3,0.7,0.2,8.6,8.5,97.1,96,0,11.5,2.6,0.5,15.5,10.9
PACIFIC RETIREMENT SERVICES,391,10,5,0,0,0,0,0,100,0,4.6,4.3,4.7,4.1,5.7,5.1,1.4,40.3,37.9,0.4,1,0.1,10033,1003.3,1,0.1,21,8.9,0.9,3.3,55.7,88.6,95.9,1.4,1.2,7.8,3.3,3.5,2,1.4,20.6,15.3,99.6,99.7,0,21.9,3.9,4,9,9.7
HAVEN HEALTH,249,20,1,0,1,9,45,100,0,0,2.6,1.9,2.3,4.7,3.3,2.9,0.6,45,38.6,0.1,8,0.4,117986,5899.3,0,0,24.7,11.1,0.6,0.8,69.3,83.4,86.6,1.2,1.5,4.5,2.5,3.5,0.7,0.2,8.8,6.9,93.8,94.3,0.6,20.9,7.4,2.8,18.6,10.5
GOLD FL TRUST II,594,36,1,0,1,0,0,100,0,0,3.4,2.8,2.7,4.7,3.7,3.4,0.6,46.3,55,0.4,20,0.6,1244779,34577.2,0,0,24.7,9.4,1.1,1.4,58.8,95.2,93.8,1.8,1,4.9,2.4,4.1,0,0.1,4.7,3.7,99.6,97.3,0,3.3,5,13.2,6.7,11.2
PIONEER HEALTHCARE MANAGEMENT,403,9,1,1,0,1,11.1,100,0,0,2.4,2.3,3,2.9,3.3,3.1,0.5,53.5,53.6,0.3,4,0.4,132822,14758,7,0.8,24.6,9.9,1.2,0.8,60.8,60.7,57.7,2.2,2.1,26.8,2.3,6.5,0.9,1.3,10.6,12.3,83.7,77.1,0,9.9,5.6,3.2,19.5,10.8
ICARE HEALTH NETWORK,277,12,3,0,1,5,41.7,100,0,0,2.9,2.8,3,3.7,3.3,2.9,0.4,34.5,37.6,0.3,7,0.6,398288,33190.7,0,0,27.8,12.5,0.2,0.8,52.8,80.8,95.3,2,1.5,21.1,3.1,3,0.3,0.4,11.9,13,99.2,99.2,0,15.6,3.8,14.7,25.3,11
PRUITTHEALTH,434,99,4,0,0,3,3,97,1,2,2.9,2.8,2.5,3.6,3.5,2.9,0.6,41.9,40.8,0.5,81,0.8,1377202,13911.1,12,0.1,24.4,11.1,1.7,3,51.2,91.5,91.6,1.9,1.5,16.1,2.6,5.7,2,0.6,10.6,9.8,95.7,95.9,0,12,4.5,3.2,18.1,12.4
CELEBRATE SENIOR LIVING,647,3,2,0,0,0,0,66.7,33.3,0,3.7,4,2.3,3,3.7,3.3,0.6,39.3,39.9,0,3,1,51438,17146,0,0,16.6,12,0.6,2.4,50,80.5,89.1,2.4,1.7,16.6,3.1,4.2,1.6,0.1,21,14.7,97.8,96.4,0,27,5.1,74.6,15.2,10.7
CROSSROADS MEDICAL MANAGEMENT,172,6,1,0,0,0,0,100,0,0,3.2,3.5,3.5,2.2,3.8,3.4,0.6,48.6,33.1,0.2,5,0.8,99649,16608.2,1,0.2,28.4,12.6,1.7,2.7,46.5,94.7,98.3,2.2,2,14,4.9,4.2,3.9,0.5,17.3,17.2,99.2,100,0,17,8,4,21.7,11.9
MONUMENT HEALTH GROUP,770,11,1,0,1,2,18.2,90.9,0,9.1,2.8,2.3,2.8,4.7,3.9,3.3,1.3,47.6,45.2,0.9,14,1.3,312311,28391.9,1,0.1,18.6,12.5,0.9,2.2,55.5,89.2,96,1.1,1.4,9.4,2.4,3.3,1.2,0.4,13.3,9.3,98.1,99,0,18.6,2.7,12.5,23.1,9.7
CITADEL HEALTHCARE,147,14,2,0,0,0,0,100,0,0,3.2,3.5,1.8,3.4,3.3,3,0.6,36,34.6,0.2,11,0.8,220021,15715.8,0,0,27.1,12.2,1.9,1.3,45.2,73.6,78.8,2.5,1.6,29.6,2.3,4.4,0.2,0.2,6.8,6.1,93.3,93.5,0,17.7,6.2,85.5,18.5,10.5
GARDEN SPRINGS HEALTHCARE,805,7,1,0,1,0,0,100,0,0,2,2,1.9,3.9,4,3.5,0.7,52.1,32.4,0.8,7,1,155094,22156.3,1,0.1,23.4,12.6,1.4,2.9,43.2,65.1,77.6,1.9,2.2,8.2,3.3,1.8,0,0.1,3,3.1,93.9,96,0,23,4.6,60.5,26.2,10.4
AVIATA HEALTH GROUP,745,52,1,0,4,10,19.2,98.1,1.9,0,2.3,2,2.7,4.1,3.4,3.2,0.5,48,54.8,0.9,123,2.4,2071131,39829.4,2,0,27.2,9.5,1.8,2.5,53.8,94.9,93.7,2.2,1.2,7.3,2.3,4.5,0.1,0.3,7.7,6.9,98.7,97.9,0,8.1,6.1,5.7,14.6,10.7
SOUTHWEST LTC,481,13,2,0,0,0,0,84.6,0,15.4,2.8,3.5,1.2,2.5,3.2,2.9,0.3,65.5,60.4,0.5,13,1,530976,40844.3,1,0.1,27.9,21.2,2.1,2.6,52.7,81.6,78.1,2.3,2.7,12.1,3.4,4.9,1.1,1.1,22.7,20.9,94.5,90.4,0,20.5,3.4,2.9,21.3,11.1
PARAMOUNT HEALTHCARE CONSULTANTS,396,14,2,0,0,0,0,100,0,0,2.4,2.9,2.3,2,3.5,3,0.3,47.3,66.7,0.8,7,0.5,314576,22469.7,4,0.3,30.5,19.6,3.4,2.2,53.2,43.8,67.2,2.7,3.8,29.3,4.1,6.2,0.9,1.2,20.3,17,94.1,84.8,0.1,12.9,5.2,1.4,19.2,12.9
PETERSEN HEALTH CARE,399,12,2,0,1,2,16.7,100,0,0,1.8,2.3,1.3,2.3,3.2,2.8,0.5,46.9,63.7,1.9,26,2.2,1436442,119703.5,15,1.3,21.4,13.2,2.2,2.9,33.2,44.8,75.3,1.6,3,23.3,2.9,4.6,1.4,0.3,25.6,27.1,77.3,89.8,0.1,24.2,4.4,40.8,28.8,10.9
VOLARE HEALTH,628,16,3,2,3,2,12.5,100,0,0,1.7,1.6,2.4,3.2,4.1,3.6,0.5,52.8,64.6,1.3,25,1.6,1414045,88377.8,7,0.4,26.3,17.8,1.6,2.2,58.7,71.4,80.2,2,2.5,14.7,2.4,5,1.5,0.5,21.3,12.6,95.4,91.2,0,18.3,3.4,3.4,12.6,10.6
ADVINIACARE,16,10,3,0,0,3,30,100,0,0,2.2,2.4,2,2.9,3.5,3.2,0.6,38.7,45,0.7,20,2,1142690,114269,0,0,28.8,15.3,1.7,3.2,45.3,80.4,69.6,1.9,1.6,18.2,5.3,4.8,2.9,1.5,20.9,19.7,95.2,91.7,0,24.4,5.2,25.7,19.5,10.5
REGENCY CARE,440,4,4,0,0,0,0,100,0,0,1.8,2,1.5,3.5,3.7,3.2,0.3,46,67.5,0,3,0.8,29672,7418,0,0,23.8,10.2,0.7,1.2,45.2,79.7,76.2,1.4,0.9,13.2,2.4,6.3,1.1,0.5,19.3,23.2,93.7,90.8,0,25.2,6.1,3.4,19.7,11.4
"MO OP HOLDCO, LLC",790,9,1,0,0,1,11.1,100,0,0,2.6,2.6,2.4,3.3,3.3,2.9,0.5,60.7,54.8,0.8,6,0.7,148429,16492.1,0,0,26.4,15.2,1,1.4,52.3,38.4,55.4,2.4,2.9,22.6,3.4,3.3,0.9,1.2,8.5,9.4,83.1,83.1,0.1,15.6,1.9,15.6,27.4,11
DIVINE HEALTHCARE MANAGEMENT,186,9,1,1,0,1,11.1,100,0,0,2.3,1.6,1.9,4.4,3.4,3.1,0.5,52.1,62,0.4,8,0.9,304491,33832.3,4,0.4,24.2,19.8,1.7,3.2,39.1,61.2,67.4,1.5,2,10.4,2.8,3.5,0.3,0.1,7.2,7.1,91.8,92.9,0,21.4,7.1,54.5,29.6,10.7
CHARLESTON HEALTHCARE GROUP,137,5,2,0,1,2,40,80,0,20,2.2,2.4,1.6,2.8,3.2,2.8,0.3,46.4,62.5,0.4,14,2.8,464153,92830.6,3,0.6,31.5,18.4,2.8,1.3,57.3,99.7,99.3,2.4,3.3,10.1,4.9,4.3,0.6,1.5,17.9,21.2,99.6,100,0,20.5,6,2.4,28.6,10.5
CRYSTAL SOLORZANO,752,10,1,0,0,3,30,100,0,0,2.4,2.5,3,3.2,4.3,3.9,0.4,36.8,50.3,0.7,9,0.9,231255,23125.5,3,0.3,24.7,13.6,4.3,0.8,53.5,87.6,96.3,2.5,2,18.4,1.4,4.5,0.8,0.5,13,11.1,99,99.2,0.3,8.1,5.2,5.9,17.5,11.9
SANDSTONE HEALTHCARE GROUP,463,3,2,0,0,2,66.7,100,0,0,2,1.7,3.3,4,4.2,3.8,0.7,48.5,48,1,2,0.7,55090,18363.3,0,0,25.3,11.3,2,0,63.4,73.1,90.2,1.6,0.8,24.3,1,6.8,0.1,3.2,18.4,15,76.5,91,0,14,5.8,4,24.1,10.3
THE ORCHARDS MICHIGAN,513,14,1,0,1,2,14.3,100,0,0,1.9,2.1,1.6,3.4,3.5,3.1,0.4,48.7,59.2,0.5,10,0.7,210903,15064.5,5,0.4,23.7,10,1.4,2.5,48.5,62.8,67.2,1.7,1.1,20.2,2.1,4.7,1.1,0.3,15.7,13.1,92.2,92.1,0,22.6,6.1,2.4,18.9,11
AVENTURA HEALTH GROUP,60,11,3,1,0,0,0,100,0,0,1.5,1.5,2,3.9,3.3,3,0.4,56,48.4,0.9,9,0.8,743569,67597.2,4,0.4,23.9,15.5,2.4,1.8,49.8,66.4,57.4,2,1.6,19.8,2.6,4.7,0.3,0.4,5.5,5.8,95.3,85.3,0.1,23.1,6.3,9.2,20,10.7
SANSTONE HEALTH & REHABILITATION,465,18,1,0,0,1,5.6,100,0,0,4.3,3.9,2.9,4.3,3.8,3.3,0.5,37.7,41.9,0.3,11,0.6,234064,13003.6,1,0.1,23.6,15.6,0.4,1.5,67,95.2,95.2,1.9,1.8,6.9,3.5,4.7,1.4,0.2,14.2,10.3,96.7,97.4,0,14.5,4.1,22,23.9,10.8
LONGWOOD MANAGEMENT CORPORATION,323,38,1,0,3,2,5.3,100,0,0,2.1,2,3.3,3.4,4.3,4,0.5,39.6,37.6,0.3,40,1.1,1156937,30445.7,17,0.4,23.8,7.5,4.1,0.6,52.6,78.6,83,3.1,1.3,13.6,1.6,5.8,2.2,0.5,9.5,14.9,96.3,98.3,0.3,7.7,6.1,0.4,10.7,10.6
FRANCISCAN SISTERS OF CHRISTIAN CHARITY,868,3,2,0,0,0,0,0,100,0,5,5,4.3,3.3,4.4,4,1,42,39,0,0,0,0,0,0,0,18.7,12.8,1.5,2.3,65.6,95.1,95.1,2,1.2,11.6,5,4.8,2.3,0.9,19.2,15,99.6,99.3,0,21.8,2.5,3.6,25.5,10.9
TLC MANAGEMENT,520,20,3,0,0,0,0,60,30,10,3.8,3.3,3.5,4.7,3.7,3.2,0.6,42.3,32.3,0.4,1,0.1,8824,441.2,0,0,25.7,9.4,0.8,3.1,71.6,81,84.9,1.7,1.1,9.4,3.8,4.5,0.7,0.7,8.4,8.2,98.1,95.9,0,24.2,6,11.5,19.7,10.6
HAWAII HEALTH SYSTEMS CORPORATION,250,7,1,0,1,0,0,0,0,100,4.2,3.3,4.8,4.7,4.8,4.1,1.6,28.7,27.4,0,3,0.4,55915,7987.9,0,0,20.4,4.3,0,0,70,92.2,77.1,1,0.7,16.7,1.5,2,1,0.3,17.2,15.8,97.6,96.7,0,14.3,4.7,2.2,9,10.2
FANNIN COUNTY HOSPITAL DISTRICT,842,5,1,0,0,1,20,100,0,0,3,3.6,2.2,2.2,3.1,2.7,0.3,41.4,30,0,10,2,76878,15375.6,0,0,31.1,15.7,3.4,1.4,35.3,95.4,96.2,2.3,2.2,11.2,4.7,3.5,1.9,0.1,19.6,18.4,97.9,98.6,0,12.5,4.7,2.7,20.9,10.2
INTEGRITUS HEALTHCARE,603,15,1,0,0,0,0,6.7,93.3,0,2.9,3.1,3.4,2.8,3.9,3.4,0.6,42.3,37.3,0.3,12,0.8,300502,20033.5,0,0,25.8,12.1,1.4,1.5,45.2,86.3,89.8,1.7,1.5,17.5,3.6,3.8,2.4,0.9,22,20.9,93.7,96.2,0,27.2,5.1,27.4,18.6,11.2
"UNLIMITED DEVELOPMENT, INC.",536,10,2,0,0,6,60,10,90,0,2.4,2.5,2.5,2.4,4.2,3.7,0.5,46.5,47.8,0.5,16,1.6,698433,69843.3,5,0.5,25.5,19,1.1,4,52,78.3,87.8,1.6,2.6,17.2,5.1,3.9,2.8,0.6,26.6,24.1,90.4,97.4,0,22.8,6.3,4.2,19.3,12
SYMPHONY CARE NETWORK,501,7,2,0,0,1,14.3,100,0,0,1.7,1.9,2.4,4,3.6,3.2,0.8,55.1,43.8,0.7,14,2,785377,112196.7,6,0.9,24.4,12.8,1.3,1,58.2,82.6,87.4,1.5,1.5,18.7,5.3,4.8,1.2,0.2,11,7.6,95.4,96.6,0,23,6,5.7,21.1,10.5
EMERALD HEALTHCARE,630,14,3,0,2,0,0,100,0,0,1.4,1.6,1.8,2,3.4,3.1,0.4,59.7,54.7,0.2,35,2.5,469929,33566.4,12,0.9,24.9,14.3,2.7,4.6,44,58.3,56.3,2.4,2.3,23.3,3.7,6.1,2.1,0.8,17.1,15.4,85.2,81.7,0.1,25.3,5.4,1.5,23.3,10.7
SUNRISE SENIOR LIVING,498,5,4,0,0,2,40,100,0,0,3.8,2.8,4,4.8,5.9,5.3,1.2,31.5,38.1,2.2,3,0.6,61065,12213,1,0.2,23.6,9,1.5,1.7,60.1,85,87,1.9,0.5,15.7,1,12,3.7,1.2,13.1,10,94.8,97.1,0,25.4,2.9,0,18.6,11.5
"WINDSOR HOUSE, INC.",567,11,1,0,0,0,0,100,0,0,3.5,3.2,3.5,4.2,3.5,3,0.6,37.7,28.3,0.2,4,0.4,219326,19938.7,1,0.1,28.3,20.2,1.8,1.3,39,62.7,68.2,1.7,1.9,8.8,4.1,3.8,0.4,0.1,4.2,3.3,92,94.1,2.2,20.5,7.6,6.3,20.3,10.5
CENTURY HEALTHCARE,638,9,1,0,0,2,22.2,100,0,0,1.7,1.8,1.7,3.8,3.3,3,0.5,48.6,54.9,0.6,12,1.3,662920,73657.8,3,0.3,23.8,12.3,1.5,1.6,58.2,52.7,64.2,1.5,1.4,21.5,2.1,3.5,0.7,0.6,8.7,7.9,88.9,88.2,0,23.7,5.5,26.9,24,10.9
SANTE,466,5,2,0,0,0,0,80,20,0,4.4,3.8,4.2,4.4,5,4.2,1.1,44.1,53.8,0.3,2,0.4,55088,11017.6,0,0,23.9,12.2,0.7,1.8,59.4,90.5,97.2,,,,,,,,,,,100,0,,0,,37,10.3
ST. FRANCIS HEALTH SERVICES,487,14,1,0,0,1,7.1,0,100,0,2.9,2.4,4.6,2.9,3.9,3.4,0.9,39.6,32.9,0.4,15,1.1,592213,42300.9,4,0.3,18.2,17,1.2,1,65.4,79.1,87.5,1.6,2.5,15.5,4.9,3.8,3.4,3.3,21.5,19.8,98,98.2,0.2,25.3,3.6,2.9,15.2,10.4
MERCYHEALTH SYSTEM,346,3,2,0,0,0,0,0,100,0,4.7,4.7,3.3,4.5,7.6,6.6,3,35.5,50,0,1,0.3,53847,17949,0,0,21.9,7.5,1.5,3.7,56.2,99,100,1.2,1.9,6,3.1,9.9,3.1,0,12.9,17.9,,100,0,23.4,8.5,0,5,9.9
LIBERTY SENIOR LIVING,310,37,2,0,0,1,2.7,100,0,0,2.8,3.1,2.2,3,3.6,3.3,0.5,54.5,48.5,0.5,38,1,941491,25445.7,5,0.1,24.1,14.4,1.3,3.2,50,83.3,89.4,2,2.2,14,3.6,5.8,2.9,1.2,17.2,13.6,95,95.4,0,24.4,6.1,4,18.4,10.5
NATIONAL HEALTHCARE CORPORATION,364,69,8,0,0,3,4.3,97.1,2.9,0,3.9,3.4,3.5,4.4,3.8,3.3,0.7,46.4,31.1,0.2,23,0.3,990754,14358.8,4,0.1,20.2,9.7,1.2,0.9,67.2,86.6,86.3,1.5,1.2,12,4.3,3.8,1.5,0.6,14.4,14.1,94.9,94.4,0,18.7,5,2.7,23.7,11.2
ELEVATION HEALTHCARE,686,5,2,0,0,0,0,100,0,0,1.6,2.2,1.2,3,3.3,2.8,0.4,57.7,50.8,,29,5.8,220184,44036.8,0,0,27,12.2,3,1.7,44.8,58.6,76.4,2.4,2.5,13.4,2.6,4.5,1.2,0.2,14.2,15.6,87.9,91.9,0,13.2,4.3,16.8,20.6,10.5
CROWNE HEALTH CARE,174,18,1,0,0,1,5.6,94.4,5.6,0,4.2,3.8,4.6,2.8,4.4,3.5,0.7,37.2,26.2,0,1,0.1,42884,2382.4,1,0.1,22.8,10.8,2.5,2.9,50.4,79.2,82.5,1.9,2,23.9,2.9,5.7,4.4,1.9,14,13.4,91.5,95.6,0.2,10,6.5,0.5,22.6,10.6
CHELSEA JEWISH LIFECARE,138,5,1,0,0,0,0,0,100,0,4.8,4.2,4,5,4.7,4.4,0.7,29.1,31.2,0.4,2,0.4,21662,4332.4,0,0,26.1,6.9,0.2,1.6,53.6,93.8,98.1,1.9,0.6,15.7,2.4,4.4,0.5,0.3,11.7,10.6,99.5,98.5,0,11.2,3.7,27,16.7,10.3
CATHOLIC CHARITIES NEW HAMPSHIRE,122,6,1,0,0,0,0,0,100,0,3.5,3.5,4.2,3,4,3.6,0.7,47,49.7,0.3,0,0,0,0,0,0,19,18.5,0.2,2.4,54.2,89.7,92.9,2,2.2,5.3,5.2,4.1,4.3,1.3,15.4,21.9,98.2,98.5,0,28.8,5.5,0.3,19,10.3
OTTERBEIN SENIORLIFE,389,19,2,0,0,0,0,5.3,89.5,5.3,3,2.9,2.9,4.1,4.1,3.7,0.8,49.5,44.6,0.3,7,0.4,136319,7174.7,0,0,26.8,12.8,0.9,1.7,53.4,86.9,93.7,1.8,1.7,9.8,3.4,3.4,0.5,0.3,5.7,5,96.8,97.2,0,25.1,6,14.5,28.5,11
WINDSOR,566,23,1,0,1,7,30.4,100,0,0,2.4,2,3,4.1,3.9,3.7,0.5,36.8,44.9,0.5,17,0.7,484622,21070.5,3,0.1,22.5,13.3,1,1,55.1,80.6,85.1,2.1,1.8,11.1,1.5,3.5,0.6,0.3,8.2,6.2,92.9,97.3,0,10.5,5.6,5.7,10.6,11.1
SKYBLUE HEALTHCARE,883,10,2,0,0,3,30,100,0,0,2.1,2.3,2.2,3,3.4,3,0.3,58.8,64.4,0.7,9,0.9,253256,25325.6,6,0.6,25.4,12.2,2.6,1.9,47.6,63.3,75.3,2.3,2.4,18.7,4.8,5.6,1.1,0.7,17,16.2,97.2,94.8,0,19.7,2.1,2.2,26.6,11.7
PRESBYTERIAN HOMES & SERVICES,412,21,3,0,0,1,4.8,9.5,90.5,0,4.3,3.5,4.9,2.8,4.4,4,1.1,33.9,29.2,0.6,6,0.3,107802,5133.4,3,0.1,22.3,9.4,1.4,3.7,56.3,80.3,86.3,1.3,1.5,17,4.5,5.7,3.5,2.3,28.1,21.6,87.9,96.9,0,28.2,3.9,4.4,14.3,10
BEDFORD CARE CENTERS,71,7,1,0,1,1,14.3,100,0,0,2.9,3.1,3.9,1.4,4.3,3.8,0.6,57.7,51.4,0.3,10,1.4,407959,58279.9,3,0.4,32.1,16.8,1.9,2.6,49.1,89.9,94.1,2.9,3.1,21.3,6.3,5.7,2.1,1.5,21.5,23.5,98.1,98.2,0.3,25.2,8.6,9.5,27.1,12
CARE INITIATIVES,106,43,1,0,0,0,0,7,93,0,3,2.6,3.7,3.7,3.3,3,0.7,41.7,41.4,0.7,23,0.5,861207,20028.1,7,0.2,23.1,12.9,2,2.1,50,77.7,88.7,1.3,2,22.8,2.8,3.1,1.7,0.9,16.9,13.1,95.8,97.2,0.1,26.4,4.1,3.1,23.4,10.8
"HEALTH CONCEPTS, LTD.",255,5,1,0,0,1,20,100,0,0,3.6,3.6,3.6,2.8,3.3,3,0.7,33,35.5,0.4,2,0.4,22087,4417.4,0,0,23.3,16.8,1.6,1.6,55.8,84.2,76.8,1.7,1.7,27.8,3.1,3.6,3,0.8,20.5,23.8,95.4,89,0.3,19.5,2.4,12.7,16.2,10.3
