Chain,Chain ID,Number of facilities,Number of states and territories with operations,Number of Special Focus Facilities (SFF),Number of SFF candidates,Number of facilities with an abuse icon,Percentage of facilities with an abuse icon,Percent of facilities classified as for-profit,Percent of facilities classified as non-profit,Percent of facilities classified as government-owned,Average overall 5-star rating,Average health inspection rating,Average staffing rating,Average quality rating,Average total nurse hours per resident day,Average total weekend nurse hours per resident day,Average total Registered Nurse hours per resident day,Average total nursing staff turnover percentage,Average Registered Nurse turnover percentage,Average number of administrators who have left the nursing home,Total number of fines,Average number of fines,Total amount of fines in dollars,Average amount of fines in dollars,Total number of payment denials,Average number of payment denials,Average percentage of short-stay residents who were re-hospitalized after a nursing home admission,Average percentage of short-stay residents who have had an outpatient emergency department visit,Average percentage of short-stay residents who newly received an antipsychotic medication,Average percentage of short-stay residents with pressure ulcers or pressure injuries that are new or worsened,Average percentage of short-stay residents who are at or above an expected ability to care for themselves and move around at discharge ,Average percentage of short-stay residents who were assessed and appropriately given the seasonal influenza vaccine,Average percentage of short-stay residents who were assessed and appropriately given the  pneumococcal vaccine,"Average number of hospitalizations per 1,000 long-stay resident days","Average number of outpatient emergency department visits per 1,000 long-stay resident days",Average percentage of long-stay residents who received an antipsychotic medication,Average percentage of long-stay residents experiencing one or more falls with major injury,Average percentage of long-stay residents with pressure ulcers,Average percentage of long-stay residents with a urinary tract infection,Average percentage of long-stay residents who have or had a catheter inserted and left in their bladder,Average percentage of long-stay residents whose ability to move independently worsened,Average percentage of long-stay residents whose need for help with activities of daily living has increased,Average percentage of long-stay residents who were assessed and appropriately given the seasonal influenza vaccine,Average percentage of long-stay residents who were assessed and appropriately given the  pneumococcal vaccine,Average percentage of long-stay residents who were physically restrained,Average percentage of long-stay residents with new or worsened bowel or bladder incontinence,Average percentage of long-stay residents who lose too much weight,Average percentage of long-stay residents who have symptoms of depression,Average percentage of long-stay residents who used antianxiety or hypnotic medication,Average rate of potentially preventable hospital readmissions 30 days after discharge from a SNF
National,,14735,53,87,440,1471,9.98,73.6,19.9,6.4,3.0,2.8,2.9,3.5,3.9,3.4,0.7,46.4,43.6,0.5,16430,1.1,510265264.00,34645.93,2730,0.2,23.6,12.0,1.5,2.5,53.6,79.7,81.7,1.86,1.79,14.5,3.3,5.2,1.8,1.1,17.9,15.5,95.4,93.4,0.1,20.2,5.4,10.8,19.7,10.8
COMMUNITY CARE CENTERS,154,11,1,0,0,3,27.27,100.0,0.0,0.0,2.2,2.5,1.9,2.4,3.1,2.7,0.4,56.7,54.5,0.5,17,1.5,541845.00,49258.64,4,0.4,19.2,9.6,1.7,2.4,57.6,74.5,80.9,2.30,2.92,19.7,4.8,6.1,2.1,1.3,31.1,28.9,95.7,93.3,0.3,23.1,6.7,4.4,27.5,11.2
HERITAGE HALL,265,16,1,0,0,1,6.25,100.0,0.0,0.0,3.6,3.6,2.1,3.6,3.3,2.7,0.4,38.0,38.7,0.4,6,0.4,206942.00,12933.88,0,0.0,20.7,11.3,1.1,2.4,54.6,75.9,84.0,1.46,1.66,11.2,3.8,3.6,1.6,0.3,21.8,20.3,97.5,98.0,0.0,19.3,4.4,5.7,20.5,11.0
ASCENSION HEALTH,809,2,2,0,0,0,0.00,50.0,50.0,0.0,4.5,4.0,3.0,5.0,5.6,4.6,2.0,6.9,0.0,0.0,1,0.5,32175.00,16087.50,0,0.0,15.0,15.9,0.4,3.7,59.4,87.8,88.3,1.04,1.63,9.0,0.0,0.9,1.5,3.2,26.6,25.9,,98.5,0.0,17.7,8.1,0.0,33.9,10.5
ELMBROOK MANAGEMENT COMPANY,198,11,1,0,0,2,18.18,100.0,0.0,0.0,3.2,3.5,3.0,2.5,3.7,3.2,0.5,55.5,47.9,0.3,5,0.5,113030.00,10275.45,0,0.0,28.8,13.7,4.4,2.2,50.2,76.7,66.3,2.77,3.03,11.8,4.1,4.6,2.9,2.0,17.8,15.3,99.2,97.4,0.1,11.5,2.6,2.6,26.3,12.3
ROLLINS-NELSON HEALTHCARE MANAGEMENT,456,10,1,0,1,4,40.00,100.0,0.0,0.0,2.1,2.0,2.8,4.1,4.4,3.9,0.4,39.0,19.7,0.3,23,2.3,559469.00,55946.90,5,0.5,16.4,3.3,7.3,0.0,58.5,96.1,93.7,3.62,0.80,45.3,0.6,3.3,0.8,2.8,15.6,18.7,99.8,98.2,0.1,3.9,1.1,1.5,18.9,10.0
UNITED CHURCH HOMES,533,6,1,0,0,0,0.00,0.0,100.0,0.0,3.2,2.7,2.8,4.3,3.8,3.4,0.5,48.8,51.1,0.2,4,0.7,244798.00,40799.67,2,0.3,20.8,11.4,1.1,1.7,43.2,85.2,81.8,1.48,1.80,8.5,5.0,4.0,0.6,0.2,10.5,7.5,97.7,95.8,0.0,25.3,7.2,6.8,23.9,10.7
IMPERIAL HEALTHCARE GROUP,282,13,1,0,0,1,7.69,100.0,0.0,0.0,2.3,2.5,2.0,2.7,3.3,3.0,0.4,54.0,51.2,0.8,16,1.2,410720.00,31593.85,2,0.2,26.4,10.9,1.2,3.1,59.4,55.4,65.1,2.49,1.81,17.1,3.8,5.8,1.8,1.0,20.6,18.1,89.5,78.6,0.0,27.3,6.5,6.0,18.9,10.3
ALLEGIANT HEALTHCARE,22,3,2,0,0,1,33.33,100.0,0.0,0.0,2.0,2.3,2.0,4.3,4.0,3.4,0.5,73.8,76.2,1.3,4,1.3,49160.00,16386.67,0,0.0,26.6,7.3,0.0,1.7,51.0,79.6,82.4,1.85,2.17,7.1,1.1,5.1,0.5,5.7,17.0,11.8,98.9,96.1,0.0,21.2,3.3,2.1,20.6,10.5
MADISON CREEK PARTNERS,328,12,2,0,0,3,25.00,100.0,0.0,0.0,3.0,2.9,2.8,3.8,3.5,3.2,0.6,51.0,62.6,0.7,24,2.0,203407.00,16950.58,1,0.1,22.0,17.3,2.8,1.3,35.0,87.6,84.2,1.65,1.72,23.1,2.3,3.6,0.5,0.5,14.3,14.1,96.6,95.9,0.0,17.0,4.6,4.0,14.3,10.7
VOLUNTEERS OF AMERICA SENIOR LIVING,554,4,2,0,1,1,25.00,0.0,100.0,0.0,2.5,2.0,3.5,3.8,4.2,3.6,1.1,62.4,58.6,1.3,5,1.3,101602.00,25400.50,3,0.8,24.3,12.8,0.9,2.5,66.7,82.2,92.6,1.40,1.42,17.7,1.3,6.3,2.6,3.6,28.8,20.0,95.5,96.9,0.0,28.6,4.0,3.3,11.2,10.0
CIENA HEALTHCARE/LAUREL HEALTH CARE,144,84,5,0,2,4,4.76,100.0,0.0,0.0,2.8,2.6,3.2,3.8,3.6,3.2,0.6,42.4,40.8,0.4,89,1.1,3582295.00,42646.37,25,0.3,23.9,10.8,1.4,2.9,51.3,79.7,83.3,1.70,1.31,13.3,3.0,6.3,1.2,0.6,16.1,12.7,93.5,95.0,0.2,23.6,6.4,4.5,21.0,10.8
CIRCLE B ENTERPRISES,145,29,2,0,0,4,13.79,100.0,0.0,0.0,2.1,2.8,1.8,1.9,3.4,2.9,0.4,60.8,45.3,0.4,16,0.6,466525.00,16087.07,6,0.2,25.4,17.4,1.3,3.9,54.6,49.6,63.1,2.11,2.47,24.8,3.5,6.9,2.4,2.5,30.0,26.8,91.4,81.3,0.3,19.8,5.8,11.7,25.9,11.3
IDE MANAGEMENT GROUP,278,10,1,0,0,1,10.00,80.0,10.0,10.0,2.9,3.0,2.2,3.2,3.4,3.0,0.8,56.3,51.1,0.5,2,0.2,114823.00,11482.30,2,0.2,21.7,7.2,3.4,0.9,44.8,80.7,79.1,1.45,1.58,18.2,3.9,5.0,2.7,1.0,25.8,18.4,99.1,96.9,0.0,26.2,5.8,19.1,21.6,10.7
THE PAVILION GROUP,514,5,3,0,0,0,0.00,100.0,0.0,0.0,3.2,3.2,2.2,4.4,3.4,3.1,0.5,51.2,54.3,0.4,2,0.4,13150.00,2630.00,0,0.0,15.4,11.2,0.8,2.2,56.6,66.3,64.6,1.97,2.15,10.3,1.8,3.6,0.4,0.2,4.7,5.1,91.8,82.4,0.1,11.6,6.0,16.0,24.0,12.0
ANTHONY & BRYAN ADAMS,36,37,2,0,0,1,2.70,100.0,0.0,0.0,3.4,3.0,3.1,4.2,3.8,3.2,0.4,52.8,47.6,0.6,15,0.4,217777.00,5885.86,1,0.0,27.3,13.5,0.5,3.3,64.3,77.4,82.7,1.92,1.97,4.1,3.9,4.0,0.7,0.3,13.3,10.3,97.1,96.8,0.0,14.4,3.1,0.7,16.2,10.9
PACIFIC RETIREMENT SERVICES,391,10,5,0,0,0,0.00,0.0,100.0,0.0,4.8,4.4,4.7,4.3,5.7,5.0,1.4,37.3,36.1,0.3,2,0.2,17476.00,1747.60,1,0.1,19.2,8.9,0.5,2.8,58.6,88.6,96.5,1.34,1.47,8.7,1.9,6.6,1.6,1.5,21.6,17.3,99.6,99.8,0.0,19.6,7.5,2.7,5.1,9.7
HAVEN HEALTH,249,20,1,0,0,6,30.00,100.0,0.0,0.0,2.9,2.1,2.2,4.8,3.4,2.9,0.6,45.5,43.9,0.4,7,0.4,128481.00,6424.05,0,0.0,23.8,12.2,0.5,0.7,68.7,83.4,88.5,1.62,1.89,4.9,2.2,4.0,0.7,0.5,13.5,6.5,93.8,96.8,0.6,20.5,7.1,4.2,18.4,10.5
BOOKER HOSPITAL DISTRICT,587,5,1,0,0,2,40.00,80.0,0.0,20.0,2.0,2.2,1.6,2.3,3.0,2.7,0.2,46.5,33.3,0.5,7,1.4,135178.00,27035.60,0,0.0,24.0,13.8,3.8,1.4,38.4,58.5,64.6,2.34,2.28,16.6,2.8,3.2,0.9,0.1,22.0,21.2,93.5,90.7,0.0,16.3,4.4,1.7,27.0,10.8
GOLD FL TRUST II,594,46,1,0,2,3,6.52,100.0,0.0,0.0,3.0,2.6,2.8,4.2,3.7,3.4,0.6,46.3,49.5,0.4,37,0.8,1773121.00,38546.11,0,0.0,26.3,9.7,1.2,1.7,51.6,96.0,92.3,2.01,1.06,4.6,2.3,5.4,0.1,0.4,9.6,5.9,99.7,97.4,0.0,5.5,5.3,10.4,10.5,11.2
ICARE HEALTH NETWORK,277,11,2,0,0,4,36.36,100.0,0.0,0.0,2.8,2.5,2.8,4.5,3.2,2.9,0.4,32.4,44.5,0.6,5,0.5,320101.00,29100.09,0,0.0,29.3,9.1,0.5,2.1,53.4,80.8,88.4,1.88,1.30,15.5,2.3,3.4,0.4,0.4,11.6,14.6,99.1,97.2,0.0,17.3,3.5,8.2,24.5,10.8
PIONEER HEALTHCARE MANAGEMENT,403,9,1,0,0,2,22.22,100.0,0.0,0.0,2.4,2.3,2.4,3.8,3.2,3.0,0.5,52.2,54.9,0.4,7,0.8,218168.00,24240.89,9,1.0,18.9,9.0,2.5,0.5,60.8,60.7,55.2,2.45,3.32,27.0,1.6,6.2,0.9,1.1,6.7,8.5,83.7,80.0,0.0,10.0,4.2,3.7,23.1,10.8
AHAVA HEALTHCARE,17,14,3,0,0,2,14.29,100.0,0.0,0.0,2.4,2.5,2.1,3.3,3.8,3.3,0.4,55.5,61.0,0.4,6,0.4,423190.00,30227.86,2,0.1,25.8,15.8,1.0,2.0,45.1,78.9,73.2,1.92,1.70,13.3,3.0,5.7,1.4,0.8,19.2,13.8,95.2,90.2,0.0,20.2,5.6,6.5,30.0,10.9
CROSSROADS MEDICAL MANAGEMENT,172,6,1,0,0,1,16.67,100.0,0.0,0.0,2.8,2.8,3.5,2.5,3.8,3.2,0.6,43.1,30.7,0.2,6,1.0,120578.00,20096.33,0,0.0,26.0,13.2,2.4,2.3,52.1,94.7,96.6,2.07,2.16,12.8,3.4,5.6,3.3,2.1,23.1,16.0,99.2,99.5,0.0,18.5,6.0,5.9,22.4,11.9
CELEBRATE SENIOR LIVING,647,3,2,0,0,0,0.00,66.7,33.3,0.0,3.7,4.0,2.3,2.7,3.6,3.1,0.7,37.6,42.8,0.0,4,1.3,70050.00,23350.00,0,0.0,27.9,18.6,1.9,1.1,49.8,80.5,77.4,2.16,1.37,15.9,4.3,5.3,3.2,0.3,24.6,16.1,97.8,92.8,0.0,20.1,8.6,50.9,14.3,10.7
CITADEL HEALTHCARE,147,13,1,0,0,3,23.08,100.0,0.0,0.0,3.0,3.3,2.0,2.7,3.3,3.0,0.7,37.8,34.6,0.3,18,1.4,297291.00,22868.54,0,0.0,27.7,12.0,1.9,2.5,38.8,75.1,73.9,2.16,1.69,28.0,2.3,5.6,0.4,0.5,15.4,11.6,94.0,91.0,0.0,17.7,6.4,85.5,17.5,10.4
PETERSEN HEALTH CARE,399,14,2,1,1,2,14.29,100.0,0.0,0.0,1.6,2.4,1.3,2.4,3.4,3.0,0.5,52.0,68.9,1.1,27,1.9,1708785.00,122056.07,16,1.1,26.1,16.0,4.1,2.6,35.3,52.1,65.0,1.67,2.67,24.7,3.7,5.0,1.3,0.9,31.1,27.4,80.4,88.3,0.0,24.3,5.5,22.2,28.3,11.0
"THE CHARLY BELLO FAMILY, THE MAZE FAMILY, THE SWAIN FAMILY, & WALTER MYERS",803,10,2,1,1,5,50.00,90.0,10.0,0.0,1.6,1.6,1.6,3.4,2.9,2.5,0.6,60.6,54.2,2.1,30,3.0,714292.00,71429.20,1,0.1,18.5,20.9,2.2,3.0,64.9,79.7,76.2,1.46,2.85,21.1,4.1,4.8,0.9,1.5,21.3,20.0,95.1,88.7,0.2,21.3,5.9,5.4,14.1,10.4
"SNF CARE CENTERS, LLC",816,3,3,0,0,0,0.00,100.0,0.0,0.0,2.0,2.0,2.0,2.0,3.3,2.7,0.4,55.9,64.3,0.7,3,1.0,14013.00,4671.00,0,0.0,25.5,17.2,2.9,7.5,45.1,89.1,93.3,1.57,2.99,25.5,6.2,6.5,2.7,0.8,13.8,10.4,99.6,97.3,0.0,22.1,7.8,1.5,24.7,11.6
VOLARE HEALTH,628,16,3,2,3,6,37.50,100.0,0.0,0.0,1.6,1.6,2.7,3.2,4.5,3.9,0.5,53.2,63.4,1.2,28,1.8,1803435.00,112714.69,8,0.5,23.2,16.3,1.2,2.6,48.1,71.4,76.7,1.83,2.41,12.7,2.5,5.9,1.2,1.3,24.6,14.1,95.4,87.0,0.0,21.9,4.1,3.7,12.3,10.6
DIVINE HEALTHCARE MANAGEMENT,186,9,1,0,1,2,22.22,100.0,0.0,0.0,2.4,1.9,1.8,4.8,3.4,3.1,0.6,55.1,53.5,0.4,10,1.1,363898.00,40433.11,6,0.7,30.8,21.9,0.2,1.9,50.0,61.2,72.4,1.64,1.44,8.0,3.5,2.8,0.2,0.2,6.0,5.1,91.8,92.4,0.0,19.5,5.3,61.9,29.1,10.7
PRIORITY MANAGEMENT,425,37,2,0,0,3,8.11,97.3,0.0,2.7,2.6,3.0,1.4,3.2,3.3,2.8,0.3,52.4,45.2,0.3,45,1.2,1465979.00,39621.05,2,0.1,24.8,12.0,1.8,2.3,48.9,96.0,95.6,2.42,2.06,9.9,3.2,5.0,0.2,0.1,17.6,19.3,99.4,99.5,0.0,17.1,3.7,8.7,18.7,11.2
ADVINIACARE,16,8,3,1,1,1,12.50,100.0,0.0,0.0,1.4,1.6,2.4,3.1,3.6,3.2,0.7,42.2,50.5,1.0,16,2.0,1142358.00,142794.75,1,0.1,32.4,14.3,1.5,3.5,59.3,81.2,76.3,2.02,1.30,15.8,5.8,5.4,2.9,1.0,21.4,21.3,96.1,90.4,0.0,23.9,6.3,20.8,20.3,10.8
CARE INITIATIVES,106,43,1,0,0,1,2.33,11.6,88.4,0.0,2.6,2.4,3.4,3.3,3.3,2.9,0.7,45.1,47.8,0.8,36,0.8,1213072.00,28210.98,10,0.2,21.3,14.0,2.7,3.2,51.0,77.7,90.6,1.36,2.27,22.2,3.4,3.5,1.6,1.5,19.2,15.0,95.8,97.7,0.1,26.8,4.4,3.8,23.9,10.8
CRYSTAL SOLORZANO,752,9,1,0,0,2,22.22,100.0,0.0,0.0,2.8,2.6,3.0,3.9,4.3,3.9,0.4,36.5,46.9,1.0,8,0.9,203189.00,22576.56,2,0.2,24.0,10.8,4.1,0.5,54.4,86.0,99.4,2.76,1.93,15.1,1.5,4.4,0.6,0.2,13.1,13.1,98.9,99.9,0.4,7.7,4.1,12.5,17.3,11.9
SANDSTONE HEALTHCARE GROUP,463,3,2,0,1,2,66.67,100.0,0.0,0.0,1.3,1.0,3.3,4.3,4.1,3.8,0.7,49.6,38.9,1.3,1,0.3,20930.00,6976.67,0,0.0,34.5,11.2,1.0,0.0,74.4,73.1,79.4,1.83,1.62,22.1,0.2,6.5,0.4,2.3,14.3,10.6,76.5,87.6,0.0,14.7,6.1,12.7,23.8,10.3
REGENCY CARE,440,4,4,0,0,0,0.00,100.0,0.0,0.0,2.8,3.0,3.0,3.0,3.9,3.6,0.7,42.0,44.3,0.8,0,0.0,0.00,0.00,0,0.0,22.4,9.4,1.8,2.5,42.6,79.7,75.3,1.97,1.05,13.1,3.3,5.9,1.6,0.7,34.7,26.0,93.7,90.8,0.0,24.5,7.0,0.0,17.9,11.4
"MO OP HOLDCO, LLC",790,9,1,0,0,1,11.11,100.0,0.0,0.0,2.2,2.2,2.6,3.0,3.6,3.1,0.5,62.7,60.2,0.6,7,0.8,186776.00,20752.89,1,0.1,22.7,17.8,1.1,3.7,49.5,38.4,58.0,2.30,2.41,20.9,3.3,4.6,2.1,1.7,12.6,10.9,83.1,86.5,0.0,18.5,2.6,16.7,28.5,11.0
CAPSTONE MANAGEMENT,102,5,1,0,0,0,0.00,100.0,0.0,0.0,3.0,3.0,3.8,3.4,4.0,3.5,0.8,50.7,47.8,0.6,2,0.4,109323.00,21864.60,2,0.4,23.2,12.5,1.0,0.7,50.8,81.5,72.0,1.89,2.20,16.0,1.6,3.5,1.1,2.6,15.3,17.9,94.8,92.3,0.2,27.0,4.0,5.4,21.1,11.0
THE ORCHARDS MICHIGAN,513,11,1,0,0,1,9.09,100.0,0.0,0.0,2.3,2.2,2.4,3.5,3.7,3.3,0.4,56.9,52.7,0.9,13,1.2,337398.00,30672.55,4,0.4,21.6,8.1,2.3,2.3,48.5,57.7,62.3,1.62,1.02,17.3,2.2,5.4,1.5,0.5,22.9,17.3,90.8,89.4,0.0,23.0,7.6,2.1,19.1,11.0
AVENTURA HEALTH GROUP,60,12,3,1,2,4,33.33,100.0,0.0,0.0,2.1,1.8,1.9,3.5,3.5,3.2,0.5,61.6,57.5,1.0,14,1.2,1330056.00,110838.00,7,0.6,25.5,14.1,1.6,2.7,54.9,63.6,59.7,2.06,1.71,15.1,2.7,5.5,0.7,0.4,10.0,9.6,94.9,85.9,0.1,23.4,6.7,6.7,21.1,10.6
CONCORDIA LUTHERAN MINISTRIES,573,8,3,0,0,0,0.00,12.5,87.5,0.0,3.3,2.8,3.9,4.1,4.0,3.6,0.8,34.6,35.8,0.4,6,0.8,56610.00,7076.25,0,0.0,28.9,9.1,1.1,1.9,61.6,83.4,92.4,1.97,1.32,11.9,3.2,5.6,1.4,1.0,24.0,14.3,96.1,96.2,0.0,28.8,7.6,6.2,18.0,11.3
SANSTONE HEALTH & REHABILITATION,465,17,1,0,0,1,5.88,100.0,0.0,0.0,4.0,3.4,2.7,4.4,3.8,3.2,0.5,38.5,40.0,0.4,16,0.9,340584.00,20034.35,1,0.1,23.1,14.3,0.6,1.9,65.3,96.5,97.8,1.96,2.08,5.7,4.1,5.9,0.9,0.3,14.9,11.0,97.2,98.5,0.0,14.9,3.9,23.0,22.5,10.8
ARIA HEALTHCARE,818,5,1,0,2,0,0.00,100.0,0.0,0.0,2.4,2.4,2.2,3.0,4.0,3.2,0.7,56.9,55.6,0.8,11,2.2,725020.00,145004.00,4,0.8,23.9,14.5,1.2,5.4,60.5,74.5,86.5,1.77,2.20,15.3,2.7,7.1,3.9,1.2,18.1,10.3,94.5,94.7,0.0,27.1,7.7,6.3,18.3,11.5
LONGWOOD MANAGEMENT CORPORATION,323,38,1,0,2,4,10.53,100.0,0.0,0.0,2.1,1.9,3.0,3.6,4.2,3.9,0.5,41.3,37.3,0.5,62,1.6,1455929.00,38313.92,14,0.4,24.0,7.3,4.0,0.5,55.0,78.6,77.9,2.95,1.31,12.2,1.4,7.0,2.1,0.9,12.4,15.0,96.3,96.8,0.3,9.0,6.7,0.3,11.2,10.6
CHAMPION CARE,134,20,3,1,3,4,20.00,95.0,5.0,0.0,1.7,1.8,2.2,2.6,3.4,3.1,0.6,55.0,46.5,0.5,33,1.7,1843268.00,92163.40,9,0.5,23.0,13.6,2.6,3.2,51.0,61.1,68.4,1.66,2.10,17.7,1.9,7.1,2.0,1.8,21.4,13.9,84.2,84.2,0.1,20.0,5.3,19.3,27.0,10.8
EMERALD HEALTHCARE,630,14,3,0,2,0,0.00,100.0,0.0,0.0,1.4,1.6,2.0,1.8,3.6,3.2,0.4,58.4,64.5,0.4,55,3.9,838224.00,59873.14,12,0.9,25.1,14.2,1.8,4.3,45.9,58.3,54.7,2.59,2.67,21.8,3.6,5.9,3.0,1.5,20.6,17.6,85.2,76.6,0.2,28.1,7.0,2.1,23.1,10.7
SUNRISE SENIOR LIVING,498,6,4,0,0,1,16.67,100.0,0.0,0.0,4.2,3.2,4.5,4.7,4.8,4.2,1.1,41.8,46.6,1.0,1,0.2,33374.00,5562.33,1,0.2,23.1,8.2,1.4,1.9,63.1,87.4,89.9,1.64,0.70,11.5,2.6,8.2,4.3,3.9,18.1,14.4,96.6,95.6,0.0,19.1,2.3,0.0,16.4,11.5
EPHRAM LAHASKY,205,29,11,2,6,5,17.24,96.6,3.4,0.0,1.8,1.8,2.4,2.6,3.5,3.1,0.6,51.4,50.7,0.9,59,2.0,2551891.00,87996.24,14,0.5,27.9,16.9,2.0,3.3,49.4,73.2,71.7,1.86,2.15,18.7,2.8,5.8,1.7,1.5,22.0,18.8,95.5,88.8,0.0,23.5,6.0,16.8,22.2,10.8
ADAMS COUNTY MEMORIAL HOSPITAL,10,8,1,1,0,1,12.50,50.0,37.5,12.5,3.0,3.0,3.6,3.7,4.1,3.6,0.7,46.9,41.6,0.4,2,0.3,114339.00,14292.38,1,0.1,23.3,8.6,1.5,2.0,47.5,76.1,84.6,1.87,0.98,11.0,4.8,4.8,2.6,1.2,25.3,23.1,95.4,95.7,0.0,27.3,4.4,9.2,23.5,10.6
SYMPHONY CARE NETWORK,501,7,2,0,0,0,0.00,100.0,0.0,0.0,1.9,1.9,2.6,3.9,3.6,3.2,0.9,51.0,44.9,0.6,13,1.9,512818.00,73259.71,5,0.7,24.0,10.3,1.0,2.2,54.1,82.6,88.9,1.81,1.15,18.8,3.6,5.6,0.6,0.3,13.2,10.3,95.4,98.0,0.0,21.7,3.2,4.4,18.7,10.5
"WINDSOR HOUSE, INC.",567,11,1,0,0,2,18.18,100.0,0.0,0.0,3.4,2.9,3.1,4.4,3.6,2.9,0.5,42.1,34.6,0.4,5,0.5,196166.00,17833.27,1,0.1,29.6,13.1,1.6,1.0,43.1,62.7,69.3,1.58,1.80,7.3,5.1,3.5,0.5,0.1,8.2,5.7,92.0,93.7,2.5,23.7,7.3,2.0,20.4,10.5
CENTURY HEALTHCARE,638,10,1,0,0,1,10.00,100.0,0.0,0.0,1.9,1.9,2.6,3.6,3.3,3.1,0.6,46.5,58.5,1.4,12,1.2,732785.00,73278.50,4,0.4,23.9,9.8,1.3,3.3,49.0,52.9,64.5,1.98,1.36,18.6,2.0,3.7,0.8,0.8,10.9,8.7,90.0,92.2,0.1,21.9,6.5,3.7,22.4,10.8
FREEDOM MANAGEMENT COMPANY,228,4,3,0,0,0,0.00,100.0,0.0,0.0,3.3,3.3,4.3,3.3,5.2,4.7,0.8,42.1,41.2,0.5,1,0.3,20046.00,5011.50,0,0.0,27.2,11.8,0.6,2.9,39.7,99.0,98.7,1.89,1.64,9.8,2.4,5.0,9.6,2.6,20.7,15.9,99.0,97.7,0.0,22.0,13.6,2.8,14.8,10.9
ST. FRANCIS HEALTH SERVICES,487,14,1,0,1,0,0.00,0.0,100.0,0.0,2.6,2.3,4.3,3.2,3.8,3.3,1.0,39.6,29.3,0.3,17,1.2,447831.00,31987.93,6,0.4,20.7,17.5,1.7,1.5,68.8,79.1,89.9,1.27,2.04,14.9,4.1,3.7,3.9,3.0,25.2,21.2,98.0,96.9,0.1,24.3,4.0,4.0,15.2,10.4
CATHOLIC CHARITIES NEW HAMPSHIRE,122,6,1,0,0,0,0.00,0.0,100.0,0.0,4.0,4.0,3.8,3.3,4.1,3.7,0.7,53.5,46.6,0.6,0,0.0,0.00,0.00,0,0.0,20.3,12.3,0.8,0.9,57.9,89.7,87.6,2.15,2.14,3.7,3.8,4.8,3.6,2.2,20.0,23.7,98.2,97.7,0.0,31.3,6.8,0.2,16.0,10.3
LIBERTY SENIOR LIVING,310,34,1,0,0,3,8.82,100.0,0.0,0.0,2.5,2.8,1.9,2.8,3.4,3.1,0.4,56.7,54.0,0.5,50,1.5,1275229.00,37506.74,8,0.2,23.7,14.9,1.3,3.2,51.9,83.0,86.9,2.02,2.20,13.6,3.4,6.8,3.6,1.9,24.0,14.7,94.8,95.2,0.0,24.8,6.1,3.7,18.5,10.6
ELEVATION HEALTHCARE,686,5,2,0,0,1,20.00,100.0,0.0,0.0,1.0,1.6,1.6,2.2,3.7,3.1,0.4,62.1,59.8,,30,6.0,234652.00,46930.40,0,0.0,28.1,16.2,4.4,1.4,43.4,58.6,67.0,2.11,2.50,18.2,2.8,4.6,2.3,1.0,18.2,19.1,87.9,89.8,0.0,16.2,4.4,10.3,20.6,10.5
CROWNE HEALTH CARE,174,18,1,0,0,1,5.56,94.4,5.6,0.0,4.1,3.8,4.3,2.8,4.4,3.6,0.7,39.4,32.1,0.4,2,0.1,54449.00,3024.94,1,0.1,22.9,10.6,2.3,2.5,52.8,79.2,84.6,2.14,2.41,22.5,3.4,6.0,4.3,2.6,19.9,15.1,91.5,95.7,0.1,10.6,5.1,0.6,22.9,10.6
CHELSEA JEWISH LIFECARE,138,5,1,0,0,0,0.00,0.0,100.0,0.0,4.4,4.0,3.4,4.0,4.8,4.5,0.7,27.9,31.2,0.2,4,0.8,123098.00,24619.60,0,0.0,25.0,8.7,0.5,1.5,49.7,93.8,98.4,1.63,0.80,15.9,3.9,5.5,0.7,0.8,19.4,18.2,99.5,97.7,0.0,10.5,4.3,28.9,15.8,10.3
WINDSOR,566,18,1,0,0,4,22.22,100.0,0.0,0.0,2.5,2.0,3.1,4.1,4.0,3.7,0.5,40.2,47.2,0.5,22,1.2,518205.00,28789.17,4,0.2,22.5,12.2,0.8,1.0,49.1,77.9,79.5,2.36,1.90,8.5,1.4,4.8,0.6,0.5,11.0,7.1,91.3,94.5,0.0,11.2,6.4,2.2,10.9,11.0
HEALTH SERVICES MANAGEMENT,257,16,2,0,0,0,0.00,0.0,87.5,12.5,3.2,3.0,3.0,3.7,3.5,3.2,0.5,53.8,46.4,0.1,16,1.0,791982.00,49498.88,2,0.1,27.2,9.4,1.1,2.4,49.5,89.6,88.4,2.22,1.72,7.1,2.7,5.0,0.2,0.2,20.0,17.4,98.8,97.8,0.0,17.3,6.3,1.2,19.5,11.4
PARADIGM HEALTHCARE,620,17,2,2,2,4,23.53,100.0,0.0,0.0,2.1,1.8,1.7,4.3,3.1,2.7,0.4,53.6,57.0,1.0,33,1.9,1666749.00,98044.06,5,0.3,25.6,12.2,1.3,1.8,53.9,92.0,95.5,2.24,2.44,11.5,2.8,5.9,0.3,0.1,7.0,11.5,98.7,98.5,0.0,14.6,4.9,3.3,23.6,10.6
